,language
14224,English
14225,English
14226,English
14227,English
14228,English
14229,English
14230,English
14231,English
14232,English
14233,English
14234,English
14235,Italiano
14236,English
14237,"English, Français"
14238,English
14239,suomi
14240,English
14241,"Français, English"
14242,"Deutsch, English"
14243,English
14244,Español
14245,English
14246,"العربية, English, Français"
14247,English
14248,Français
14249,English
14250,English
14251,Español
14252,English
14253,English
14254,Français
14255,English
14256,English
14257,English
14258,"English, Français"
14259,
14260,"English, Français"
14261,English
14262,English
14263,Italiano
14264,English
14265,Português
14266,日本語
14267,Français
14268,
14269,Français
14270,"Français, Wolof"
14271,"English, Polski"
14272,Français
14273,Italiano
14274,
14275,English
14276,English
14277,English
14278,English
14279,No Language
14280,Český
14281,日本語
14282,English
14283,English
14284,Český
14285,English
14286,English
14287,日本語
14288,English
14289,English
14290,English
14291,"English, Português"
14292,English
14293,English
14294,"English, Français"
14295,English
14296,English
14297,English
14298,English
14299,
14300,English
14301,English
14302,English
14303,English
14304,English
14305,"English, Pусский"
14306,Español
14307,English
14308,English
14309,English
14310,Français
14311,"Français, English"
14312,English
14313,English
14314,English
14315,
14316,"Italiano, English"
14317,English
14318,English
14319,"Español, English"
14320,
14321,Español
14322,No Language
14323,Italiano
14324,"English, Magyar"
14325,Français
14326,No Language
14327,English
14328,English
14329,"Español, Français"
14330,
14331,日本語
14332,普通话
14333,English
14334,English
14335,
14336,"日本語, English, Deutsch"
14337,
14338,English
14339,Français
14340,English
14341,English
14342,English
14343,English
14344,"Eesti, suomi, Pусский"
14345,English
14346,Português
14347,
14348,Français
14349,Pусский
14350,English
14351,"Český, English, Italiano"
14352,
14353,English
14354,English
14355,English
14356,English
14357,"Český, English, Français"
14358,English
14359,English
14360,"English, Français"
14361,English
14362,English
14363,English
14364,English
14365,Nederlands
14366,
14367,English
14368,English
14369,English
14370,English
14371,English
14372,English
14373,English
14374,"العربية, English"
14375,"English, Deutsch, Italiano"
14376,English
14377,"English, Español"
14378,Magyar
14379,Français
14380,English
14381,普通话
14382,English
14383,"Wolof, English, العربية"
14384,Deutsch
14385,Pусский
14386,"Français, Română"
14387,"English, Português, Español"
14388,Italiano
14389,English
14390,English
14391,"English, Polski"
14392,No Language
14393,Pусский
14394,English
14395,Español
14396,English
14397,English
14398,Español
14399,Polski
14400,English
14401,
14402,Český
14403,Český
14404,"Français, Deutsch"
14405,English
14406,English
14407,"العربية, Français"
14408,English
14409,English
14410,"English, Italiano"
14411,Polski
14412,Polski
14413,English
14414,No Language
14415,日本語
14416,English
14417,English
14418,English
14419,English
14420,English
14421,日本語
14422,English
14423,English
14424,Deutsch
14425,English
14426,English
14427,English
14428,"English, Italiano, Español"
14429,English
14430,"English, Italiano"
14431,English
14432,English
14433,
14434,English
14435,English
14436,"Español, Italiano"
14437,English
14438,English
14439,English
14440,
14441,"English, Français, Magyar, Pусский"
14442,English
14443,English
14444,English
14445,"English, Français"
14446,
14447,Español
14448,Deutsch
14449,Français
14450,No Language
14451,Český
14452,Pусский
14453,Português
14454,English
14455,English
14456,English
14457,"Deutsch, Pусский"
14458,
14459,English
14460,Deutsch
14461,
14462,
14463,English
14464,English
14465,English
14466,"Deutsch, Polski"
14467,English
14468,English
14469,English
14470,English
14471,English
14472,Deutsch
14473,
14474,"English, Magyar"
14475,日本語
14476,"English, Français, Italiano, Latin, 普通话, Português, Pусский"
14477,English
14478,"English, Español"
14479,English
14480,Français
14481,English
14482,"English, Italiano"
14483,English
14484,"Español, English"
14485,"English, Italiano"
14486,"English, Deutsch"
14487,"English, Español"
14488,English
14489,العربية
14490,English
14491,Română
14492,"English, Français"
14493,"English, Italiano"
14494,Español
14495,
14496,English
14497,"English, Español"
14498,"English, Deutsch, Español"
14499,"English, Español, euskera"
14500,English
14501,English
14502,English
14503,English
14504,"Bamanankan, Fulfulde"
14505,Français
14506,اردو
14507,日本語
14508,English
14509,English
14510,English
14511,English
14512,"English, Français"
14513,suomi
14514,
14515,
14516,
14517,No Language
14518,English
14519,
14520,English
14521,"English, Español"
14522,English
14523,
14524,
14525,English
14526,No Language
14527,
14528,
14529,日本語
14530,
14531,
14532,"Deutsch, English"
14533,Español
14534,"Deutsch, English"
14535,"English, 日本語"
14536,English
14537,
14538,"English, 日本語"
14539,Português
14540,English
14541,English
14542,"English, Український"
14543,English
14544,"English, Español"
14545,English
14546,"English, Français, Deutsch, 日本語"
14547,English
14548,English
14549,"English, Español"
14550,English
14551,English
14552,Pусский
14553,English
14554,English
14555,"English, Español"
14556,"Français, English"
14557,English
14558,English
14559,"English, Deutsch"
14560,English
14561,English
14562,English
14563,English
14564,"English, suomi"
14565,Kinyarwanda
14566,English
14567,English
14568,"English, Deutsch"
14569,No Language
14570,
14571,"English, Français, Italiano"
14572,Pусский
14573,Français
14574,
14575,English
14576,"English, Français, Italiano"
14577,日本語
14578,English
14579,"English, Français"
14580,"Français, Deutsch"
14581,日本語
14582,English
14583,Deutsch
14584,Pусский
14585,No Language
14586,ภาษาไทย
14587,Português
14588,Deutsch
14589,Français
14590,普通话
14591,"Eesti, suomi, Pусский, English"
14592,
14593,"English, Italiano, Pусский, Español, Український"
14594,
14595,普通话
14596,
14597,Español
14598,Español
14599,
14600,English
14601,English
14602,English
14603,"English, isiZulu"
14604,Italiano
14605,
14606,"English, Polski"
14607,svenska
14608,English
14609,
14610,English
14611,"English, Español"
14612,"English, Français, Italiano"
14613,"English, Pусский"
14614,Français
14615,Français
14616,"English, Français"
14617,"English, Français"
14618,"English, Español"
14619,English
14620,English
14621,Magyar
14622,"English, Français"
14623,English
14624,
14625,
14626,English
14627,Deutsch
14628,"Deutsch, Italiano, English"
14629,English
14630,English
14631,English
14632,English
14633,"English, Italiano"
14634,"Español, English"
14635,"English, Deutsch, Español"
14636,Italiano
14637,English
14638,English
14639,English
14640,English
14641,
14642,Deutsch
14643,Français
14644,No Language
14645,English
14646,Deutsch
14647,English
14648,English
14649,Pусский
14650,English
14651,
14652,"English, Italiano"
14653,English
14654,
14655,English
14656,English
14657,English
14658,Deutsch
14659,Français
14660,"English, Français"
14661,日本語
14662,English
14663,Deutsch
14664,"العربية, Français, Deutsch"
14665,Pусский
14666,Pусский
14667,"English, Français"
14668,"Français, English, Norsk, Português, ภาษาไทย, 普通话"
14669,
14670,
14671,English
14672,English
14673,"English, Deutsch, Pусский"
14674,English
14675,"suomi, English"
14676,English
14677,English
14678,"English, Français, Español"
14679,"English, Français"
14680,English
14681,Español
14682,"English, Français"
14683,English
14684,普通话
14685,"English, 日本語"
14686,English
14687,English
14688,
14689,"Română, English"
14690,English
14691,English
14692,svenska
14693,"shqip, English, Deutsch, Italiano, فارسی"
14694,English
14695,English
14696,Italiano
14697,"العربية, Français"
14698,Italiano
14699,English
14700,Bahasa indonesia
14701,普通话
14702,"English, Português"
14703,Dansk
14704,English
14705,"English, Pусский"
14706,"العربية, English, Français"
14707,English
14708,English
14709,Català
14710,English
14711,English
14712,"English, Français"
14713,English
14714,English
14715,日本語
14716,English
14717,
14718,"English, Deutsch"
14719,English
14720,English
14721,English
14722,English
14723,English
14724,
14725,"English, 日本語"
14726,Español
14727,English
14728,"English, Français"
14729,suomi
14730,"Français, Español"
14731,English
14732,"English, Italiano"
14733,English
14734,"Deutsch, Türkçe"
14735,ελληνικά
14736,"Français, Português"
14737,English
14738,日本語
14739,
14740,English
14741,suomi
14742,"Deutsch, ελληνικά"
14743,"English, Français, Italiano"
14744,English
14745,Français
14746,"English, Français, فارسی, Español"
14747,English
14748,"English, Română"
14749,English
14750,Français
14751,
14752,
14753,English
14754,"Français, Pусский"
14755,
14756,English
14757,Français
14758,English
14759,English
14760,"English, 日本語, Pусский, Español"
14761,suomi
14762,"English, فارسی, svenska"
14763,English
14764,"Italiano, Français"
14765,"Dansk, Türkçe"
14766,Français
14767,
14768,Français
14769,"English, Italiano, Español"
14770,"Français, Português"
14771,
14772,English
14773,
14774,English
14775,English
14776,English
14777,日本語
14778,English
14779,Polski
14780,"Srpski, Slovenščina"
14781,
14782,English
14783,Español
14784,English
14785,
14786,English
14787,English
14788,suomi
14789,
14790,English
14791,English
14792,English
14793,Norsk
14794,"Dansk, Norsk"
14795,"English, Deutsch"
14796,English
14797,English
14798,Français
14799,English
14800,English
14801,"日本語, English"
14802,English
14803,English
14804,English
14805,Español
14806,Română
14807,English
14808,English
14809,Română
14810,English
14811,English
14812,ภาษาไทย
14813,English
14814,English
14815,English
14816,
14817,日本語
14818,No Language
14819,English
14820,日本語
14821,English
14822,English
14823,"العربية, Dansk, English, Norsk, svenska"
14824,日本語
14825,Italiano
14826,English
14827,English
14828,English
14829,suomi
14830,English
14831,"Deutsch, Français, English"
14832,Español
14833,English
14834,"Español, English"
14835,"English, Deutsch"
14836,English
14837,"English, Italiano"
14838,English
14839,
14840,English
14841,Deutsch
14842,普通话
14843,Español
14844,English
14845,Bosanski
14846,English
