,release_date
12934,2008-08-22
12935,2008-08-20
12936,2008-01-19
12937,2008-08-15
12938,2007-08-08
12939,2008-08-15
12940,2007-09-10
12941,1950-12-06
12942,2002-01-01
12943,2007-09-15
12944,2007-01-18
12945,2008-05-09
12946,2007-10-03
12947,2005-05-11
12948,2008-08-22
12949,2008-09-05
12950,2008-08-29
12951,2008-08-20
12952,2008-08-23
12953,2008-08-28
12954,2008-01-20
12955,2008-09-12
12956,1989-12-24
12957,2008-05-31
12958,1960-05-18
12959,2007-09-06
12960,2008-12-25
12961,2008-03-16
12962,1941-02-20
12963,1969-03-10
12964,2008-07-11
12965,1944-07-24
12966,2008-08-21
12967,2007-09-18
12968,1978-02-02
12969,2007-10-03
12970,2007-06-21
12971,2007-07-26
12972,2008-08-21
12973,2008-09-12
12974,2007-01-01
12975,2006-01-01
12976,2005-09-10
12977,1945-01-01
12978,2008-08-23
12979,2006-03-24
12980,2006-06-24
12981,2006-01-01
12982,2007-08-08
12983,2008-09-11
12984,2008-09-19
12985,2007-08-31
12986,1986-10-16
12987,2008-09-19
12988,2008-05-20
12989,2005-01-28
12990,2007-05-21
12991,2005-05-13
12992,2005-08-03
12993,2007-07-03
12994,1966-02-11
12995,1972-09-01
12996,1974-12-25
12997,1953-09-14
12998,2008-01-01
12999,2008-07-22
13000,2008-02-07
13001,2000-05-28
13002,1962-11-18
13003,1997-12-06
13004,2008-09-12
13005,2008-09-15
13006,2003-10-23
13007,1961-12-30
13008,2008-08-05
13009,2008-08-29
13010,2006-08-04
13011,1956-03-06
13012,1974-11-11
13013,1986-12-12
13014,2008-09-25
13015,2008-10-02
13016,2004-01-01
13017,2008-09-26
13018,1959-05-28
13019,2008-10-03
13020,2007-06-14
13021,1972-07-24
13022,2008-09-03
13023,1996-06-15
13024,1954-01-15
13025,2004-01-02
13026,2008-10-07
13027,2008-04-24
13028,1958-10-10
13029,2008-05-16
13030,1984-11-17
13031,2008-02-29
13032,2006-10-19
13033,2008-09-05
13034,2008-09-01
13035,2003-05-24
13036,2004-01-16
13037,1993-09-05
13038,2008-10-03
13039,2008-10-10
13040,2008-10-07
13041,2007-05-18
13042,1916-12-24
13043,1968-10-02
13044,2007-01-01
13045,2008-10-15
13046,2008-09-03
13047,2008-09-18
13048,2008-10-17
13049,2008-09-19
13050,1971-12-01
13051,1970-09-30
13052,2008-10-24
13053,1949-01-01
13054,1975-07-01
13055,2008-09-17
13056,2008-09-07
13057,2008-10-03
13058,2007-06-01
13059,2008-03-11
13060,2007-11-21
13061,1985-04-26
13062,1957-10-23
13063,1998-01-01
13064,2008-07-25
13065,2003-07-24
13066,2008-09-12
13067,2008-09-22
13068,2008-10-10
13069,1985-08-31
13070,1975-09-24
13071,1991-10-12
13072,2008-07-29
13073,2008-09-09
13074,2006-04-26
13075,2008-10-10
13076,1972-08-01
13077,1972-11-15
13078,2002-01-19
13079,2007-07-31
13080,2007-11-22
13081,2008-09-04
13082,2004-04-21
13083,2008-10-22
13084,1945-11-15
13085,1951-04-05
13086,1939-02-10
13087,2003-07-16
13088,2008-11-03
13089,2007-04-17
13090,2005-06-10
13091,1938-02-11
13092,2008-10-30
13093,2008-06-06
13094,1921-09-25
13095,2008-05-14
13096,2008-01-30
13097,1985-10-07
13098,2009-11-25
13099,2008-05-12
13100,2008-10-30
13101,2008-02-13
13102,1958-02-07
13103,2008-02-03
13104,1926-10-17
13105,1945-04-17
13106,2008-05-14
13107,2008-10-03
13108,1962-05-15
13109,2010-06-25
13110,2007-08-24
13111,2008-06-04
13112,1951-11-23
13113,2006-06-06
13114,1990-06-20
13115,1997-11-02
13116,1951-09-09
13117,2007-09-27
13118,2007-10-26
13119,2007-09-28
13120,1926-10-14
13121,1935-02-22
13122,1965-11-17
13123,2008-09-07
13124,2006-08-25
13125,2007-11-16
13126,2008-04-03
13127,2002-03-21
13128,1969-05-01
13129,2008-06-20
13130,2004-01-01
13131,2008-10-23
13132,2008-05-16
13133,1992-08-20
13134,1998-04-18
13135,2008-10-16
13136,2008-11-07
13137,2008-10-27
13138,2006-11-23
13139,2008-10-03
13140,2006-09-01
13141,2007-04-30
13142,2008-11-11
13143,2007-01-01
13144,1961-06-28
13145,2006-08-23
13146,1972-12-30
13147,1999-05-06
13148,1966-07-15
13149,1927-11-21
13150,1925-06-15
13151,2008-05-16
13152,1965-06-15
13153,1951-12-27
13154,1965-11-13
13155,1951-04-26
13156,1995-02-01
13157,1985-02-04
13158,1987-03-01
13159,1950-04-19
13160,2004-02-28
13161,2008-09-24
13162,1950-02-01
13163,2008-10-31
13164,2007-11-02
13165,2003-08-18
13166,2000-11-16
13167,2008-11-18
13168,2008-11-21
13169,1943-09-17
13170,2008-11-26
13171,1936-07-10
13172,2008-11-20
13173,2008-12-05
13174,2008-11-26
13175,2008-11-26
13176,2008-05-07
13177,2008-02-08
13178,2001-06-01
13179,2008-09-26
13180,2008-09-19
13181,2007-09-12
13182,2002-05-12
13183,2008-05-15
13184,2008-12-05
13185,2008-12-05
13186,1991-01-01
13187,2008-10-17
13188,1964-04-17
13189,1960-01-28
13190,1918-03-18
13191,2007-11-28
13192,1958-09-05
13193,1932-03-24
13194,2006-10-06
13195,1970-02-01
13196,1948-05-26
13197,2008-12-03
13198,2008-05-06
13199,2006-10-05
13200,1947-05-28
13201,1971-08-18
13202,1993-12-12
13203,1949-12-27
13204,1984-09-14
13205,2007-09-11
13206,1953-05-02
13207,1938-04-29
13208,2006-10-20
13209,1998-04-23
13210,2001-09-08
13211,2008-12-10
13212,2008-09-05
13213,2009-01-24
13214,2008-07-19
13215,2008-12-12
13216,1938-08-25
13217,1947-02-28
13218,1956-03-27
13219,2008-12-12
13220,1944-10-20
13221,1951-06-21
13222,2008-09-06
13223,2008-11-27
13224,2008-05-31
13225,1989-09-27
13226,2008-12-09
13227,2008-10-15
13228,2008-12-10
13229,1968-12-30
13230,2008-12-11
13231,2008-12-12
13232,2007-11-14
13233,2006-09-28
13234,2007-09-29
13235,2008-03-19
13236,1999-04-17
13237,2008-12-18
13238,2006-02-27
13239,1988-11-25
13240,2005-04-21
13241,1932-12-28
13242,1967-12-04
13243,2008-09-07
13244,2008-04-12
13245,1933-05-20
13246,1927-03-26
13247,1990-07-13
13248,1943-01-01
13249,1943-10-10
13250,2003-02-12
13251,1942-12-25
13252,1926-01-11
13253,1943-01-01
13254,1943-03-26
13255,2006-09-21
13256,1959-05-01
13257,1988-02-14
13258,2008-11-24
13259,1943-01-01
13263,2008-12-09
13264,1993-01-22
13265,2007-09-01
13266,2008-12-25
13267,2008-10-09
13268,2007-09-14
13269,2007-03-03
13270,2005-06-28
13271,2008-01-01
13272,2008-04-18
13273,2008-04-15
13274,2002-10-31
13275,1951-12-25
13276,1932-12-05
13277,2008-03-07
13278,2007-08-26
13279,2008-09-21
13280,2007-06-14
13281,2008-01-18
13282,1980-07-01
13283,2008-12-24
13284,1934-05-04
13285,2003-05-01
13286,2008-09-26
13287,2008-12-19
13288,1999-12-06
13289,1988-01-01
13290,2008-10-21
13291,2008-09-05
13292,2005-12-13
13293,2007-04-28
13294,2008-10-31
13295,2008-01-01
13296,1932-09-18
13297,2008-12-31
13298,2008-10-02
13299,1922-11-26
13300,2008-12-25
13301,2007-06-15
13302,1946-09-14
13303,2008-12-26
13312,2006-01-15
13313,2008-11-28
13314,2008-07-19
13315,1920-07-11
13316,1921-03-27
13317,1969-11-19
13318,1965-05-19
13319,2006-03-01
13320,1936-07-22
13321,2007-10-09
13322,2007-11-28
13323,2006-12-26
13324,2003-10-24
13325,1936-09-02
13326,1959-08-01
13327,2005-05-13
13328,2004-12-13
13329,1976-09-14
13330,1955-11-05
13331,1990-10-30
13332,2008-05-22
13333,2008-09-24
13334,2008-12-25
13335,1950-12-30
13336,2008-12-12
13337,1984-08-24
13338,1989-01-01
13339,2003-12-26
13340,2001-05-11
13341,1952-08-01
13342,2008-01-18
13343,2005-03-18
13344,1944-01-01
13345,2008-09-26
13346,2008-12-19
13347,2009-01-09
13348,2008-01-01
13349,2008-10-22
13350,2009-01-16
13351,2004-11-06
13352,1986-03-05
13353,1957-06-12
13354,2007-06-17
13355,2000-04-20
13356,2007-09-07
13357,2009-01-01
13358,1991-01-01
13359,1980-06-02
13360,2007-09-20
13361,2008-09-18
13362,2007-12-24
13363,2000-12-10
13364,2007-07-27
13365,2004-10-08
13366,2006-03-01
13367,2009-01-22
13368,2008-12-11
13369,1956-11-15
13370,1948-02-20
13371,1945-06-14
13372,2006-11-24
13373,2008-01-01
13374,2008-08-22
13375,2008-11-07
13376,1992-06-10
13377,1994-05-09
13378,1930-09-28
13379,2000-09-02
13380,2007-01-01
13381,2008-10-21
13382,1972-07-19
13383,1979-08-04
13384,2009-01-15
13385,2009-01-16
13386,2009-01-09
13387,2008-07-18
13388,2006-11-15
13389,2008-08-08
13390,1946-01-28
13391,2008-07-18
13392,2002-01-01
13393,2009-01-30
13394,2008-01-01
13395,1993-07-05
13396,2005-08-26
13397,2003-11-21
13398,2009-04-15
13399,1932-10-08
13400,1968-05-09
13401,2008-12-08
13402,1997-12-05
13403,2007-11-24
13404,2008-04-24
13405,1934-09-21
13406,1950-11-03
13407,2006-12-12
13408,1954-02-05
13409,1964-02-26
13410,2008-10-17
13411,1974-01-01
13412,2007-05-23
13413,1998-01-18
13414,1958-09-03
13415,1954-10-28
13416,2000-05-26
13417,2009-05-12
13418,1995-01-01
13419,2008-09-12
13420,1996-06-22
13421,2009-02-05
13422,1973-01-05
13423,1964-01-14
13424,2008-02-06
13425,1986-02-14
13426,2008-06-20
13427,2009-02-06
13428,2009-02-03
13429,2008-11-19
13430,2009-02-06
13431,2006-10-20
13432,2009-02-17
13433,1973-08-24
13434,1947-02-21
13435,1946-07-17
13436,1998-03-04
13437,1970-12-08
13438,1952-01-13
13439,1914-08-02
13440,1990-09-13
13441,2008-11-07
13442,2009-02-23
13443,1996-11-29
13444,2009-01-16
13445,1973-12-21
13446,2007-07-01
13447,1992-08-08
13448,2007-08-17
13449,1995-12-14
13450,2008-02-10
13451,2009-01-25
13452,2004-09-01
13453,1968-02-02
13454,1971-09-29
13455,2006-09-01
13456,2000-10-16
13457,1984-11-07
13458,1972-12-16
13459,2008-09-13
13460,2009-09-21
13461,2008-11-14
13462,2007-10-01
13463,2007-01-27
13464,1997-01-10
13465,2009-02-20
13466,2000-11-07
13467,2009-06-16
13468,2007-01-01
13469,2009-07-31
13470,2008-10-01
13471,2009-01-01
13472,2008-07-16
13473,1979-04-27
13474,2000-07-16
13475,1956-08-02
13476,1998-07-31
13477,2009-02-24
13478,2004-09-23
13479,2009-01-01
13480,2009-02-17
13481,2008-03-04
13482,2007-02-20
13483,1955-05-20
13484,2006-03-10
13485,2009-08-28
13486,2007-12-20
13487,2004-12-09
13488,1959-05-01
13489,1933-06-10
13490,2009-02-27
13491,2007-01-01
13492,2006-03-09
13493,2009-02-16
13494,1929-05-22
13495,2009-06-05
13496,1960-08-01
13497,1947-10-11
13498,2009-01-09
13499,2006-11-10
13500,1957-06-22
13501,1950-04-26
13502,2008-05-23
13503,1966-01-01
13504,2008-01-19
13505,2007-01-10
13506,2009-02-11
13507,2008-07-16
13508,2009-02-17
13509,2009-02-06
13510,2008-01-01
13511,2008-01-01
13512,1995-09-30
13513,2009-07-24
13514,2001-10-24
13515,2003-01-01
13516,1931-10-09
13517,2008-01-01
13518,1936-01-01
13519,2007-09-06
13520,2007-04-27
13521,2008-09-24
13522,2008-02-29
13523,2006-12-05
13524,2006-09-06
13525,1986-10-03
13526,1991-08-02
13527,2002-10-26
13528,1999-01-01
13529,2008-07-15
13530,2005-09-13
13531,2008-02-07
13532,1959-10-16
13533,1932-11-02
13534,2007-01-01
13535,1937-12-10
13536,1949-12-02
13537,2008-10-15
13538,1987-02-28
13539,1993-08-04
13540,2008-04-08
13541,2009-03-20
13542,1949-07-09
13543,1962-11-12
13544,1948-10-13
13545,2006-03-11
13546,1932-09-09
13547,2008-10-14
13548,2009-03-27
13549,1991-01-01
13550,2009-03-19
13551,2009-03-19
13552,2009-04-03
13553,1998-09-26
13554,2008-06-17
13555,2008-12-04
13556,2009-02-27
13557,1984-03-29
13558,2008-01-18
13559,2008-11-08
13560,1952-11-15
13561,1943-04-29
13562,2004-02-13
13563,2005-08-05
13564,2005-05-06
13565,2001-08-18
13566,2008-07-15
13567,1955-10-28
13568,2009-02-27
13569,2006-06-29
13570,2007-09-26
13571,1971-12-17
13572,2009-03-06
13573,2009-03-19
13574,2007-05-18
13575,2007-06-01
13576,2007-03-07
13577,2008-02-11
13578,2007-04-01
13579,2005-08-10
13580,1932-10-29
13581,1988-08-15
13582,1971-10-08
13583,2008-09-24
13584,2007-06-06
13585,1996-09-19
13586,1934-05-10
13587,2009-08-28
13588,2008-01-01
13589,2008-12-19
13590,2008-06-15
13591,2007-08-30
13592,2008-01-14
13593,1949-10-28
13594,1935-04-19
13595,2009-04-10
13596,1931-12-12
13597,1940-10-08
13598,1950-10-04
13599,2009-04-03
13600,1999-02-08
13601,2006-11-03
13602,2007-04-29
13603,2009-02-05
13604,2008-03-08
13605,2009-01-09
13606,2008-05-16
13607,2000-01-01
13608,1976-01-14
13609,2000-01-28
13610,2008-09-26
13611,2004-08-20
13612,2003-08-22
13613,2008-03-27
13614,1993-04-30
13615,2009-04-01
13616,1936-10-10
13617,2006-10-07
13618,2006-07-14
13619,1950-08-19
13620,1957-06-21
13621,2008-02-12
13622,1935-08-03
13623,1959-06-24
13624,1960-03-09
13625,1954-07-30
13626,1953-05-13
13627,2005-11-03
13628,2006-01-01
13629,1997-10-17
13630,2009-04-02
13631,1930-02-16
13632,1945-10-29
13633,1943-03-25
13634,1945-05-03
13635,2006-09-13
13636,1988-04-30
13637,1979-06-01
13638,2008-11-21
13639,2009-01-22
13640,2008-06-20
13641,2008-01-01
13642,2008-12-12
13643,2008-09-05
13644,1954-01-12
13645,1953-12-04
13646,1959-02-15
13647,2009-04-01
13648,1994-01-01
13649,1949-02-21
13650,2003-08-24
13651,2009-03-11
13652,1983-06-13
13656,1984-10-19
13657,2009-08-18
13658,2009-04-17
13659,1953-01-03
13660,1949-06-10
13661,1993-12-25
13662,1925-04-28
13663,1997-01-01
13664,1935-11-04
13665,2005-01-01
13666,2009-03-27
13667,2008-01-01
13668,2009-04-16
13669,1920-01-11
13670,1926-11-19
13671,2006-12-13
13672,1999-01-08
13673,1953-01-31
13674,2009-06-12
13675,1994-05-07
13676,1998-08-20
13677,1992-01-01
13678,1928-03-24
13679,2008-06-06
13680,2009-01-19
13681,2001-08-01
13682,2009-03-04
13683,1964-06-28
13684,2007-09-14
13685,2008-11-05
13686,2008-01-01
13687,2009-04-28
13688,2009-01-20
13689,2005-07-02
13690,1935-04-21
13691,2007-04-14
13692,2008-01-01
13693,2009-03-20
13694,2008-01-01
13695,2009-05-06
13696,2001-01-21
13697,1944-08-19
13698,2008-09-08
13699,2008-01-18
13700,2006-02-11
13701,2008-03-05
13702,1933-10-10
13703,1980-03-01
13704,2008-09-24
13705,2009-09-07
13706,2009-01-07
13707,2009-03-01
13708,2006-03-16
13709,2008-08-20
13710,2007-10-19
13711,2005-02-19
13712,1969-02-20
13713,1971-08-27
13714,2009-04-28
13715,2007-04-22
13716,1933-12-15
13717,2001-05-02
13718,1943-08-19
13719,1982-12-25
13720,2008-03-08
13721,2009-02-27
13722,2009-05-13
13723,2001-03-02
13724,1969-11-08
13725,1933-07-15
13726,2001-02-13
13727,2008-08-29
13728,1973-04-10
13729,2009-01-13
13730,2009-01-01
13731,1979-08-17
13732,1963-10-01
13733,1969-01-15
13734,2009-05-08
13735,1935-05-03
13736,2009-02-06
13737,1992-05-01
13738,1992-10-09
13739,2007-01-01
13740,2008-04-16
13741,1971-01-01
13742,2008-01-20
13743,2007-05-23
13744,2009-02-08
13745,2009-05-20
13746,2009-05-20
13747,2006-01-01
13748,2007-05-10
13749,2008-06-24
13750,2009-04-17
13751,2009-03-16
13752,2008-09-09
13753,1951-12-02
13754,1950-01-28
13755,2009-05-19
13756,1966-07-20
13757,1967-09-15
13758,1946-12-10
13759,1975-05-14
13760,2007-06-06
13761,2006-11-01
13762,1943-08-02
13763,1974-01-21
13764,1980-10-03
13765,1925-03-16
13766,2007-05-21
13767,1972-02-15
13768,1963-02-01
13769,1942-05-29
13770,2007-06-01
13771,2009-04-24
13772,2009-03-13
13773,2002-09-20
13774,1997-03-15
13775,2009-03-15
13776,2009-05-13
13777,1960-11-13
13778,2005-07-21
13779,2008-01-01
13780,2009-05-22
13781,2008-03-05
13782,1928-11-20
13783,1971-11-18
13784,1933-11-11
13785,1968-01-24
13786,2009-04-14
13787,1941-07-07
13788,1938-03-21
13789,2009-02-06
13790,2009-02-20
13791,1948-09-24
13792,1997-09-26
13793,1965-11-01
13794,2009-01-13
13795,2007-04-24
13796,2009-03-11
13797,2009-04-15
13798,2009-06-05
13799,2008-11-13
13800,2009-05-18
13801,1978-04-20
13802,2006-01-03
13803,1955-07-31
13804,2006-01-01
13805,1948-10-19
13806,2009-02-13
13807,1955-02-04
13808,2008-02-14
13809,2003-03-19
13810,2005-06-07
13811,1991-11-02
13812,1934-05-15
13813,1976-10-27
13814,1971-04-12
13815,1997-01-01
13816,1993-01-01
13817,1998-10-06
13818,1919-10-21
13819,1980-08-28
13820,2007-09-07
13821,2006-01-30
13822,2009-01-30
13823,2007-11-01
13824,2005-09-09
13825,2009-01-09
13826,2009-06-05
13827,2008-11-11
13828,2008-10-24
13829,1931-06-02
13830,2008-01-18
13831,2009-06-19
13832,2009-06-11
13833,2004-03-13
13834,2008-03-25
13835,2006-03-09
13836,2009-04-17
13837,2006-01-01
13838,2006-05-05
13839,1942-12-07
13840,1979-05-14
13841,2008-01-01
13842,2008-10-04
13843,1978-11-23
13844,2007-05-19
13845,1993-12-17
13846,2005-12-26
13847,1991-05-01
13848,1961-05-23
13849,2008-09-07
13850,2009-06-01
13851,1963-09-04
13852,1973-07-20
13853,1960-03-03
13854,2007-03-31
13855,2009-06-18
13856,2007-12-26
13857,1960-03-11
13858,1955-06-10
13859,1966-03-01
13860,2007-05-26
13861,1992-05-25
13862,1975-08-13
13863,2008-05-16
13864,1960-01-01
13865,2000-01-01
13866,2006-01-12
13867,2009-08-05
13868,1967-02-27
13869,2008-10-10
13870,1963-09-01
13871,1935-05-07
13872,1958-11-01
13873,1970-04-06
13874,2008-10-10
13875,2007-11-16
13876,1950-09-27
13877,1976-10-18
13878,1983-09-30
13879,1990-01-01
13880,1915-11-13
13881,2009-05-01
13882,2007-10-11
13883,2007-09-08
13884,1989-01-01
13885,2009-06-19
13886,2009-06-03
13887,1991-10-09
13888,2006-02-09
13889,2009-03-04
13890,1950-01-18
13891,1957-10-11
13892,2008-02-07
13893,2009-06-19
13894,2009-05-01
13895,2006-08-16
13896,1975-12-25
13897,1953-07-02
13898,2009-07-01
13899,2009-06-29
13900,2008-02-15
13901,2009-05-26
13902,2009-05-07
13903,1991-12-06
13904,1951-09-07
13905,1947-12-25
13906,2002-01-01
13907,1955-11-26
13908,1989-12-15
13909,1984-02-20
13910,1954-02-26
13911,2007-05-06
13912,1998-03-01
13913,2003-11-13
13914,2009-06-26
13915,2009-07-03
13916,2006-06-27
13917,1985-11-24
13918,2000-05-05
13919,2004-10-05
13920,1931-12-03
13921,2009-03-24
13922,1992-08-02
13923,1942-12-11
13924,1934-01-22
13925,2009-07-17
13926,1994-01-01
13927,1999-04-14
13928,1935-12-30
13929,1927-01-01
13930,1949-08-25
13931,2009-07-08
13932,2009-01-01
13933,2009-07-02
13934,1968-03-29
13935,1995-01-13
13936,1975-08-28
13937,2008-12-07
13938,2008-12-18
13939,2005-06-06
13940,2008-10-16
13941,1994-09-04
13942,2009-04-21
13943,2008-10-03
13944,2009-07-07
13945,1986-09-03
13946,1984-09-05
13947,2007-09-22
13948,2006-04-26
13949,1998-02-11
13950,2009-02-06
13951,1996-04-03
13952,2006-07-10
13953,2000-10-22
13954,1966-03-04
13955,1954-09-02
13956,2002-01-01
13957,2008-11-25
13958,1941-02-22
13959,1972-01-01
13960,1973-08-14
13961,2008-05-26
13962,1955-02-15
13963,1981-03-21
13964,1985-08-26
13965,2009-10-01
13966,2008-08-24
13967,1990-09-30
13968,1959-12-03
13969,1972-12-29
13970,2008-02-08
13971,2002-10-11
13972,2009-06-01
13973,1994-07-06
13974,2009-09-16
13975,2007-04-25
13976,2008-09-27
13977,2006-04-12
13978,2009-01-24
13979,2008-06-12
13980,1973-03-16
13981,1991-07-26
13982,1986-05-02
13983,1998-09-16
13984,2009-07-13
13985,1973-10-23
13986,2009-02-10
13987,2008-09-08
13988,1970-12-01
13989,1934-12-05
13990,2002-10-22
13991,2001-01-01
13992,1980-09-03
13993,2009-01-18
13994,1955-03-26
13995,1935-07-19
13996,2005-04-15
13997,1921-02-06
14001,1943-12-24
14002,2009-07-24
14003,1992-05-30
14004,2008-06-24
14005,1935-03-15
14006,2009-07-24
14007,1984-09-16
14008,1960-05-01
14009,2008-04-06
14010,1988-09-01
14011,1949-04-13
14012,2009-07-09
14013,2009-06-08
14014,1952-03-21
14015,2006-10-20
14016,2008-11-06
14017,2003-09-12
14018,2009-06-20
14019,2009-07-31
14020,2009-08-05
14021,2009-08-06
14022,2008-12-17
14023,2009-04-24
14024,2009-03-12
14025,2009-07-02
14026,2005-11-02
14027,2008-10-29
14028,2009-04-10
14029,2009-08-04
14030,2008-10-01
14031,2009-08-07
14032,1990-09-05
14033,2009-03-19
14034,1987-04-10
14035,1983-07-13
14036,1983-09-01
14037,2000-09-13
14038,1950-07-14
14039,2009-01-16
14040,1999-08-21
14041,1984-11-24
14042,1985-08-03
14043,1999-04-01
14044,2000-04-09
14045,2007-01-11
14046,2008-12-18
14047,2008-02-11
14048,2000-02-01
14049,1934-10-22
14050,1936-07-06
14051,2007-03-23
14052,2008-12-19
14053,2001-03-10
14054,2007-01-01
14058,1934-06-05
14059,1934-02-15
14060,1984-02-08
14061,2008-01-01
14062,1999-11-24
14063,1934-07-30
14064,2007-09-01
14065,2000-12-24
14066,1978-08-30
14067,1955-01-15
14068,1933-06-01
14069,2008-01-29
14073,1992-03-16
14074,2008-11-04
14075,2008-02-08
14076,2009-08-14
14077,2009-07-29
14078,2005-12-08
14079,2009-04-03
14080,2002-01-17
14081,1995-01-01
14082,1976-02-04
14083,2008-09-09
14084,2009-08-14
14085,2008-10-07
14086,2005-01-20
14087,2004-02-06
14088,1992-08-21
14089,2008-06-01
14090,2009-03-13
14091,2009-08-06
14092,1989-09-04
14093,2008-11-19
14094,2006-01-01
14095,2008-03-21
14096,2009-07-10
14097,1966-11-01
14098,2006-11-16
14099,2008-08-22
14100,1987-08-22
14101,2009-07-31
14102,1950-07-28
14103,2008-10-31
14104,2009-07-21
14105,1992-08-21
14106,2009-04-24
14107,2009-06-11
14108,1957-04-17
14109,1995-05-13
14110,1950-03-23
14111,2008-01-01
14112,2008-10-09
14113,2007-10-05
14114,2007-01-01
14115,2008-11-20
14116,2000-02-20
14117,2006-10-21
14118,2004-01-23
14119,1951-04-11
14120,1951-02-06
14121,1936-12-01
14122,1932-08-01
14123,2008-09-06
14124,1938-04-20
14125,1938-04-20
14126,1997-10-28
14127,2005-09-08
14128,2006-06-25
14129,2009-02-27
14130,2006-10-05
14131,2006-05-07
14132,1929-01-01
14133,1972-12-08
14134,2009-03-28
14135,2009-03-21
14136,2008-08-27
14137,1963-01-18
14138,2009-08-14
14139,2007-10-04
14140,2009-01-01
14141,2009-04-04
14142,1936-05-05
14143,1955-06-24
14144,1966-01-05
14145,2008-10-24
14146,1976-05-01
14147,2009-04-11
14148,2009-08-21
14149,2008-08-09
14150,1954-12-16
14151,2009-02-11
14152,1979-03-14
14153,2007-05-19
14154,2009-02-06
14155,1990-10-12
14156,1994-06-03
14157,2008-09-24
14158,1964-06-01
14159,2008-01-01
14160,2009-09-03
14161,2008-12-11
14162,2007-09-01
14163,1987-08-26
14164,2009-09-03
14165,1996-05-18
14166,1996-10-13
14167,2007-06-06
14168,2009-08-28
14169,2009-10-09
14170,1943-05-03
14171,1946-04-09
14172,1995-10-01
14173,1982-05-19
14174,2009-09-04
14175,2009-08-13
14176,1981-01-20
14177,2009-08-19
14178,2009-09-11
14179,1966-05-20
14180,2009-03-23
14181,2007-10-13
14182,1985-05-10
14183,1933-04-07
14184,1940-10-25
14185,2009-04-24
14186,2009-05-21
14187,2002-10-04
14188,2009-03-27
14189,2009-01-01
14190,2003-02-06
14191,2009-07-28
14192,2007-04-01
14193,2009-08-26
14194,2009-09-08
14195,2009-07-10
14196,1997-06-20
14197,1935-11-07
14198,1955-05-08
14199,2009-04-12
14200,2007-08-24
14201,2009-10-17
14202,2008-10-30
14203,2009-05-04
14204,1953-04-04
14205,1959-10-30
