,title,vote_count,vote_average,release_year
3032,Three Ages,20.0,7.2,1923
3033,The Two Jakes,48.0,6.2,1990
3034,U2: Rattle and Hum,28.0,6.3,1988
3035,Hell in the Pacific,41.0,6.8,1968
3036,The Glass Bottom Boat,16.0,4.8,1966
3037,Cradle Will Rock,18.0,7.2,1999
3038,Deuce Bigalow: Male Gigolo,314.0,5.4,1999
3039,The Green Mile,4166.0,8.2,1999
3040,The Cider House Rules,285.0,6.9,1999
3041,Diamonds,7.0,5.4,1999
3042,The War Zone,54.0,7.2,1999
3043,The Bat Whispers,4.0,6.3,1930
3044,The Last Picture Show,133.0,7.6,1971
3045,The 7th Voyage of Sinbad,52.0,6.8,1958
3046,Blood on the Sun,7.0,5.1,1945
3047,Anna and the King,204.0,6.4,1999
3048,Bicentennial Man,998.0,6.9,1999
3049,Stuart Little,998.0,5.8,1999
3050,The Emperor and the Assassin,18.0,7.4,1998
3051,Fantasia 2000,300.0,7.0,1999
3052,Magnolia,844.0,7.5,1999
3053,Onegin,26.0,5.8,1999
3054,Simpatico,6.0,5.3,1999
3055,Topsy-Turvy,41.0,6.7,1999
3056,The Alley Cats,2.0,2.5,1966
3057,Boiling Point,26.0,4.6,1993
3058,Brenda Starr,7.0,5.1,1989
3059,Carnal Knowledge,34.0,6.7,1971
3060,Easy Rider,411.0,7.0,1969
3061,The Falcon and the Snowman,43.0,6.5,1985
3062,Hi-Yo Silver,0.0,0.0,1940
3063,Room at the Top,20.0,6.0,1959
3064,Ulysses,32.0,6.3,1954
3065,Any Given Sunday,430.0,6.8,1999
3066,Man on the Moon,444.0,6.9,1999
3067,Galaxy Quest,722.0,6.9,1999
3068,The Talented Mr. Ripley,790.0,7.1,1999
3069,Next Friday,145.0,6.5,2000
3070,The Hurricane,401.0,7.2,1999
3071,Angela's Ashes,59.0,7.0,1999
3072,Play It to the Bone,53.0,5.7,1999
3073,Titus,76.0,6.5,1999
3074,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",17.0,6.3,1999
3075,The Third Miracle,16.0,6.1,1999
3076,Montana,4.0,4.8,1998
3077,Snow Falling on Cedars,32.0,6.3,1999
3078,"Girl, Interrupted",747.0,7.6,1999
3079,Trans,0.0,0.0,1998
3080,The Life and Times of Hank Greenberg,2.0,4.0,2000
3081,My Dog Skip,71.0,6.5,2000
3082,Supernova,109.0,4.9,2000
3083,The Quarry,2.0,2.5,1998
3084,The Terrorist,4.0,8.1,1998
3085,The Way We Were,87.0,7.1,1973
3086,Tess of the Storm Country,1.0,5.0,1922
3087,Stalag 17,143.0,7.6,1953
3088,The Presidio,80.0,5.7,1988
3089,Papillon,445.0,7.8,1973
3090,Pal Joey,16.0,5.9,1957
3091,The Last Detail,85.0,7.1,1973
3092,Five Easy Pieces,114.0,7.2,1970
3093,Even Dwarfs Started Small,27.0,6.6,1970
3094,Dead Calm,178.0,6.6,1989
3095,The Boys from Brazil,102.0,6.6,1978
3096,Black Sunday,79.0,7.2,1960
3097,Against All Odds,40.0,5.7,1984
3098,The Snows of Kilimanjaro,18.0,6.1,1952
3099,National Lampoon's Loaded Weapon 1,161.0,5.7,1993
3100,The Loves of Carmen,2.0,8.0,1948
3101,Fast Times at Ridgemont High,330.0,7.0,1982
3102,A Cry in the Dark,49.0,6.4,1988
3103,Born to Win,7.0,6.1,1971
3104,Batman: Mask of the Phantasm,218.0,7.4,1993
3105,American Flyers,33.0,6.1,1985
3106,Voyage of the Damned,5.0,5.5,1976
3107,Vampyros Lesbos,29.0,5.5,1971
3108,A Star Is Born,24.0,6.3,1937
3109,Poison,15.0,6.4,1991
3110,Pacific Heights,83.0,6.0,1990
3111,Night Tide,16.0,6.2,1961
3112,The Draughtsman's Contract,44.0,6.9,1982
3113,Carmen,6.0,5.9,1984
3114,A Zed & Two Noughts,31.0,6.8,1985
3115,Woman in the Dunes,88.0,8.1,1964
3116,Down to You,71.0,4.9,2000
3117,Hellhounds on My Trail: The Afterlife of Robert Johnson,0.0,0.0,2000
3118,"Not Love, Just Frenzy",4.0,4.6,1996
3119,Wirey Spindell,2.0,5.5,2000
3120,Another Man's Poison,9.0,6.4,1951
3121,The Odessa File,50.0,6.7,1974
3122,The Saphead,6.0,6.4,1920
3123,Seven Chances,49.0,7.3,1925
3124,Smashing Time,2.0,4.8,1967
3125,Train Ride to Hollywood,0.0,0.0,1975
3126,Where the Buffalo Roam,48.0,6.1,1980
3127,Zachariah,1.0,7.0,1971
3128,Kestrel's Eye,0.0,0.0,1998
3129,Eye of the Beholder,42.0,5.3,1999
3130,Isn't She Great,14.0,4.6,2000
3131,The Big Tease,6.0,5.8,1999
3132,The Cup,9.0,5.9,1999
3133,Santitos,2.0,6.3,1999
3134,Encino Man,197.0,5.6,1992
3135,The Goodbye Girl,37.0,7.3,1977
3136,I Am Cuba,33.0,8.0,1964
3137,Malcolm X,377.0,7.3,1992
3138,Sister Act,713.0,6.5,1992
3139,Sister Act 2: Back in the Habit,384.0,5.9,1993
3140,The Hand that Rocks the Cradle,196.0,6.5,1992
3141,Alive,383.0,6.7,1993
3142,Agnes of God,40.0,6.2,1985
3143,Scent of a Woman,763.0,7.3,1992
3144,Wayne's World,738.0,6.5,1992
3145,Wayne's World 2,281.0,5.8,1993
3146,A League of Their Own,362.0,6.8,1992
3147,Patriot Games,440.0,6.4,1992
3148,The Bodyguard,681.0,6.2,1992
3149,Death Becomes Her,655.0,6.3,1992
3150,Far and Away,294.0,6.3,1992
3151,Howards End,98.0,7.0,1992
3152,Singles,106.0,6.6,1992
3153,Twin Peaks: Fire Walk with Me,429.0,7.3,1992
3154,White Men Can't Jump,305.0,6.2,1992
3155,Buffy the Vampire Slayer,192.0,5.3,1992
3156,Hard Boiled,169.0,7.4,1992
3157,Man Bites Dog,194.0,7.2,1992
3158,El Mariachi,243.0,6.6,1992
3159,Stop! Or My Mom Will Shoot,220.0,4.6,1992
3160,Forever Young,258.0,6.0,1992
3161,The Cutting Edge,59.0,6.6,1992
3162,Of Mice and Men,147.0,7.1,1992
3163,Bad Lieutenant,162.0,6.9,1992
3164,Scream 3,749.0,5.7,2000
3165,Single White Female,139.0,6.0,1992
3166,The Boondock Saints,848.0,7.2,1999
3167,Gun Shy,24.0,5.4,2000
3168,Beloved/Friend,5.0,6.1,1999
3169,Gendernauts: A Journey Through Shifting Identities,2.0,10.0,1999
3170,Knockout,0.0,0.0,2000
3171,The Baby,20.0,6.1,1973
3172,The Brandon Teena Story,3.0,7.3,1998
3173,Different for Girls,5.0,5.2,1996
3174,Minnie and Moskowitz,19.0,6.4,1971
3175,They Might Be Giants,19.0,7.3,1971
3176,The Beach,1271.0,6.3,2000
3177,Snow Day,51.0,4.8,2000
3178,The Tigger Movie,146.0,6.3,2000
3179,Cotton Mary,3.0,5.3,1999
3180,Not One Less,36.0,7.5,1999
3181,Soft Toilet Seats,0.0,0.0,1999
3182,Trois,1.0,4.5,2000
3183,The Big Combo,25.0,7.2,1955
3184,Conceiving Ada,0.0,0.0,1999
3185,Eaten Alive,41.0,4.9,1976
3186,Raining Stones,20.0,5.7,1993
3187,"To Sir, with Love",72.0,7.6,1967
3188,With Byrd at the South Pole,2.0,7.5,1930
3189,Boiler Room,202.0,6.5,2000
3190,Hanging Up,42.0,5.0,2000
3191,Pitch Black,1812.0,6.7,2000
3192,The Whole Nine Yards,540.0,6.3,2000
3193,Beautiful People,11.0,6.0,1999
3194,Black Tar Heroin: The Dark End of the Street,6.0,7.1,2000
3195,Blue Collar,30.0,7.2,1978
3196,Bluebeard,7.0,5.6,1944
3197,The Circus,119.0,8.0,1928
3198,City Lights,444.0,8.2,1931
3199,The Flamingo Kid,17.0,6.0,1984
3200,A Dog's Life,46.0,7.1,1918
3201,The Kid,404.0,8.0,1921
3202,The Man from Laramie,41.0,6.8,1955
3203,The Wild McCullochs,0.0,0.0,1975
3204,Class Reunion,5.0,3.4,1982
3205,The Big Trees,7.0,5.2,1952
3206,Happy Go Lovely,1.0,5.0,1951
3207,Reindeer Games,175.0,5.3,2000
3208,Wonder Boys,165.0,6.9,2000
3209,Deterrence,7.0,6.1,2000
3210,Judy Berlin,3.0,4.8,1999
3211,Mifune,16.0,6.8,1999
3212,The Waiting Game,0.0,0.0,1999
3213,3 Strikes,15.0,5.9,2000
3214,Chain of Fools,24.0,5.9,2000
3215,Drowning Mona,43.0,5.4,2000
3216,The Next Best Thing,29.0,4.3,2000
3217,What Planet Are You From?,37.0,5.4,2000
3218,Beyond the Mat,17.0,7.8,1999
3219,Ghost Dog: The Way of the Samurai,306.0,7.2,1999
3220,The Year My Voice Broke,10.0,7.3,1987
3221,Splendor in the Grass,49.0,7.1,1961
3222,My Tutor,17.0,5.8,1983
3223,The Legend of Lobo,0.0,0.0,1962
3224,The Killing of Sister George,13.0,6.2,1968
3225,Key Largo,124.0,7.6,1948
3226,Jail Bait,11.0,3.5,1954
3227,It Happened Here,7.0,5.3,1966
3228,I'll Never Forget What's'isname,3.0,7.0,1967
3229,For All Mankind,34.0,8.3,1989
3230,Cross of Iron,89.0,6.6,1977
3231,Bride of the Monster,24.0,4.2,1955
3232,Born Yesterday,35.0,6.6,1950
3233,Birdy,112.0,6.9,1984
3234,And God Created Woman,13.0,3.8,1988
3235,Blood Feast,26.0,5.3,1963
3236,"Charlie, the Lonesome Cougar",4.0,4.9,1967
3237,Color Me Blood Red,16.0,5.0,1965
3238,Never Cry Wolf,36.0,6.9,1983
3239,The Night Visitor,6.0,7.3,1971
3240,The Perils of Pauline,1.0,8.0,1947
3241,A Raisin in the Sun,26.0,7.1,1961
3242,Two Thousand Maniacs!,30.0,6.2,1964
3243,Brown's Requiem,2.0,6.0,1998
3244,The Closer You Get,2.0,4.5,2000
3245,Mission to Mars,374.0,5.7,2000
3246,The Ninth Gate,768.0,6.3,1999
3247,Condo Painting,0.0,0.0,2000
3248,East/West,11.0,7.5,1999
3249,Defending Your Life,65.0,6.5,1991
3250,Breaking Away,80.0,7.4,1979
3251,Hoosiers,143.0,7.1,1986
3252,Bull Durham,154.0,6.6,1988
3253,Dog Day Afternoon,685.0,7.6,1975
3254,American Graffiti,330.0,6.9,1973
3255,The Asphalt Jungle,102.0,7.5,1950
3256,The Searchers,332.0,7.7,1956
3257,The Devil's Brigade,23.0,6.4,1968
3258,The Big Country,70.0,7.8,1958
3259,Any Number Can Win,17.0,6.9,1963
3260,Betrayed,19.0,5.6,1988
3261,Bound for Glory,22.0,7.0,1976
3262,The Bridge at Remagen,37.0,6.2,1969
3263,Buck and the Preacher,10.0,5.0,1972
3264,Daughters of the Dust,9.0,6.8,1991
3265,Destination Moon,17.0,6.1,1950
3266,The Fantastic Night,3.0,5.7,1942
3267,Hangmen Also Die!,26.0,6.8,1943
3268,The Ogre,14.0,6.4,1996
3269,On the Beach,60.0,6.7,1959
3270,Railroaded!,9.0,6.6,1947
3271,Slaves to the Underground,2.0,5.0,1997
3272,Song of Freedom,0.0,0.0,1936
3273,Big Fella,1.0,8.0,1937
3274,The Taking of Pelham One Two Three,109.0,7.6,1974
3275,Volunteers,39.0,5.6,1985
3276,JFK,513.0,7.5,1991
3277,Who's Harry Crumb?,77.0,5.5,1989
3278,Harry and the Hendersons,157.0,5.6,1987
3279,Let's Get Harry,3.0,4.7,1986
3280,Shanghai Surprise,15.0,2.9,1986
3281,Who's That Girl,51.0,5.2,1987
3282,She-Devil,82.0,5.4,1989
3283,Date With an Angel,20.0,5.6,1987
3284,Blind Date,115.0,5.6,1987
3285,Nadine,21.0,5.5,1987
3286,The Muppet Movie,168.0,7.0,1979
3287,The Great Muppet Caper,72.0,6.9,1981
3288,The Muppets Take Manhattan,102.0,6.5,1984
3289,Sesame Street Presents Follow That Bird,12.0,6.5,1985
3290,We're Back! A Dinosaur's Story,109.0,5.8,1993
3291,Baby: Secret of the Lost Legend,24.0,5.3,1985
3292,Turtle Diary,4.0,8.3,1985
3293,Raise the Titanic,21.0,5.2,1980
3294,Titanic,27.0,6.2,1953
3295,A Night to Remember,45.0,7.5,1958
3296,Captain Horatio Hornblower R.N.,23.0,6.5,1951
3297,The Carriers Are Waiting,8.0,7.3,1999
3298,Erin Brockovich,730.0,7.1,2000
3299,Final Destination,1416.0,6.4,2000
3300,Soft Fruit,0.0,0.0,1999
3301,Babymother,1.0,3.0,1998
3302,The Bear,85.0,6.9,1988
3303,Impact,6.0,5.8,1949
3304,Love Is a Many-Splendored Thing,23.0,5.8,1955
3305,Mirror,147.0,7.8,1975
3306,The Crimson Pirate,30.0,6.9,1952
3307,Thelma & Louise,766.0,7.2,1991
3308,Something For Everyone,6.0,7.1,1970
3309,...And Justice for All,118.0,7.1,1979
3310,Animal House,420.0,7.0,1978
3311,She's Gotta Have It,29.0,6.2,1986
3312,School Daze,27.0,6.1,1988
3313,Do the Right Thing,301.0,7.6,1989
3314,Mo' Better Blues,48.0,6.3,1990
3315,Jungle Fever,71.0,6.0,1991
3316,Coogan's Bluff,80.0,6.2,1968
3317,The Champ,38.0,6.7,1979
3318,Creature Comforts,29.0,7.3,1989
3319,Death Wish,165.0,7.0,1974
3320,Death Wish 2,74.0,6.1,1982
3321,Death Wish 3,68.0,6.1,1985
3322,Death Wish 4: The Crackdown,51.0,5.6,1987
3323,Death Wish 5: The Face of Death,46.0,5.0,1994
3324,Double Indemnity,425.0,8.0,1944
3325,Dying Young,87.0,5.8,1991
3326,Cool as Ice,27.0,4.7,1991
3327,Teenage Mutant Ninja Turtles,486.0,6.5,1990
3328,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,290.0,5.8,1991
3329,Teenage Mutant Ninja Turtles III,189.0,5.1,1993
3330,Red Dawn,217.0,6.4,1984
3331,Band of the Hand,14.0,6.9,1986
3332,Born American,7.0,3.6,1986
3333,Bloodsport,370.0,6.6,1988
3334,Eyes of Laura Mars,46.0,5.7,1978
3335,Funny Bones,12.0,6.8,1995
3336,The Good Earth,13.0,5.7,1937
3337,"Good Morning, Vietnam",658.0,7.1,1987
3338,The Good Mother,5.0,4.7,1988
3339,Grumpy Old Men,176.0,6.5,1993
3340,Guess Who's Coming to Dinner,174.0,7.6,1967
3341,Romeo Must Die,334.0,6.0,2000
3342,Here On Earth,48.0,5.4,2000
3343,Whatever It Takes,38.0,5.1,2000
3344,Buddy Boy,1.0,6.0,1999
3345,The Color of Paradise,34.0,7.1,1999
3346,Waking the Dead,22.0,6.5,2000
3347,Blood and Sand,4.0,3.3,1989
3348,Gothic,33.0,5.8,1986
3349,Hillbillys in a Haunted House,6.0,1.5,1967
3350,Lord of the Flies,164.0,6.6,1963
3351,Modern Times,881.0,8.1,1936
3352,National Lampoon's Last Resort,8.0,4.6,1994
3353,Solar Crisis,7.0,4.4,1990
3354,That's Life!,3.0,4.7,1986
3355,Heart and Souls,84.0,6.6,1993
3356,Hud,69.0,7.4,1963
3357,The Hustler,243.0,7.6,1961
3358,Inherit the Wind,93.0,7.6,1960
3359,Dersu Uzala,90.0,8.0,1975
3360,Close Encounters of the Third Kind,1122.0,7.2,1977
3361,The City of the Dead,34.0,6.5,1960
3362,Jonah Who Will Be 25 in the Year 2000,4.0,8.0,1976
3363,Retroactive,39.0,6.0,1997
3364,A Place in the Sun,87.0,6.9,1951
3365,Jacob's Ladder,376.0,7.3,1990
3366,Empire Records,188.0,6.6,1995
3367,La Bamba,120.0,6.8,1987
3368,Ladyhawke,264.0,6.8,1985
3369,Lucas,53.0,6.4,1986
3370,High Fidelity,636.0,7.0,2000
3371,The Road to El Dorado,892.0,7.0,2000
3372,The Skulls,160.0,5.7,2000
3373,Autopsy,3.0,7.3,1975
3374,Devil Girl from Mars,8.0,4.0,1954
3375,El Dorado,96.0,7.2,1966
3376,The Hideous Sun Demon,3.0,5.7,1958
3377,Hook,1563.0,6.7,1991
3378,Horror Express,63.0,6.2,1972
3379,My Chauffeur,6.0,6.2,1986
3380,The Son of the Sheik,3.0,4.7,1926
3381,Torso,39.0,6.2,1973
3382,True Grit,205.0,7.3,1969
3383,Roadside Prophets,6.0,6.8,1992
3384,Madame Sousatzka,7.0,5.4,1988
3385,Max Dugan Returns,18.0,6.3,1983
3386,Midnight Express,309.0,7.6,1978
3387,Misery,1085.0,7.6,1990
3388,Mr. Saturday Night,17.0,5.2,1992
3389,Murphy's Romance,14.0,5.7,1985
3390,My Life,50.0,6.2,1993
3391,Solaris,364.0,7.7,1972
3392,Network,391.0,7.8,1976
3393,No Way Out,155.0,6.9,1987
3394,North Dallas Forty,12.0,6.2,1979
3395,The Odd Couple,121.0,7.5,1968
3396,The Outlaw Josey Wales,303.0,7.4,1976
3397,Black and White,20.0,4.6,1999
3398,Frequency,473.0,7.0,2000
3399,Ready to Rumble,51.0,4.7,2000
3400,Return to Me,68.0,6.1,2000
3401,Rules of Engagement,178.0,6.0,2000
3402,Joe Gould's Secret,6.0,6.8,2000
3403,Me Myself I,11.0,5.9,2000
3404,"Bell, Book and Candle",37.0,6.4,1958
3405,The Bells,1.0,7.0,1926
3406,The End of Violence,17.0,5.1,1997
3407,Force 10 from Navarone,94.0,6.4,1978
3408,How to Stuff a Wild Bikini,10.0,6.6,1965
3409,Mystery Train,92.0,7.0,1989
3410,Sacco & Vanzetti,21.0,6.8,1971
3411,Taffin,8.0,6.4,1988
3412,Arthur,125.0,6.5,1981
3413,Bachelor Party,156.0,5.8,1984
3414,Parenthood,177.0,6.4,1989
3415,Predator,2129.0,7.3,1987
3416,The Prince of Tides,57.0,5.9,1991
3417,The Postman Always Rings Twice,115.0,6.4,1981
3418,Smoking / No Smoking,11.0,6.6,1993
3419,All the Vermeers in New York,0.0,0.0,1990
3420,An Actor's Revenge,11.0,6.6,1963
3421,28 Days,210.0,6.0,2000
3422,American Psycho,2128.0,7.3,2000
3423,Keeping the Faith,161.0,5.9,2000
3424,Where the Money is,15.0,5.5,2000
3425,East Is East,60.0,6.5,1999
3426,The Filth and the Fury,29.0,7.3,2000
3427,Passion of Mind,6.0,5.8,2000
3428,Third World Cop,0.0,0.0,1999
3429,Coming Apart,4.0,6.0,1969
3430,Diner,84.0,6.9,1982
3431,Shakes the Clown,25.0,5.5,1991
3432,Cabaret,210.0,7.4,1972
3433,What Ever Happened to Baby Jane?,210.0,7.9,1962
3434,Prick Up Your Ears,27.0,6.1,1987
3435,Auntie Mame,28.0,6.4,1958
3436,Guys and Dolls,55.0,6.9,1955
3437,The Hunger,114.0,6.4,1983
3438,Marathon Man,227.0,7.2,1976
3439,Caddyshack,370.0,6.7,1980
3440,Gossip,70.0,5.6,2000
3441,Love & Basketball,93.0,7.5,2000
3442,U-571,345.0,6.1,2000
3443,The Virgin Suicides,841.0,7.1,1999
3444,Jennifer Eight,74.0,5.8,1992
3445,The Law,4.0,6.8,1959
3446,Limelight,99.0,8.0,1952
3447,Empire of Passion,18.0,6.7,1978
3448,Stacy's Knights,0.0,0.0,1983
3449,Committed,12.0,4.4,2000
3450,The Crow: Salvation,74.0,4.9,2000
3451,The Flintstones in Viva Rock Vegas,140.0,4.4,2000
3452,Where the Heart Is,159.0,6.9,2000
3453,The Big Kahuna,91.0,6.8,2000
3454,Bossa Nova,9.0,6.1,2000
3455,Smiling Fish & Goat On Fire,1.0,7.0,1999
3456,The Idiots,107.0,6.7,1998
3457,The Last September,1.0,8.0,2000
3458,Timecode,19.0,5.9,2000
3459,Carnosaur,21.0,3.9,1993
3460,Carnosaur 2,12.0,4.8,1995
3461,Carnosaur 3: Primal Species,12.0,5.0,1996
3462,Defying Gravity,6.0,4.8,1997
3463,The Hidden,85.0,6.7,1987
3464,Two Moon Junction,23.0,5.0,1988
3465,Gladiator,5566.0,7.9,2000
3466,I Dreamed of Africa,18.0,5.3,2000
3467,Up at the Villa,6.0,6.2,2000
3468,Human Traffic,98.0,6.8,1999
3469,Black Tights,1.0,5.0,1962
3470,Breathless,67.0,5.6,1983
3471,The Great Locomotive Chase,6.0,5.2,1956
3472,The Idolmaker,5.0,6.5,1980
3473,Inferno,113.0,6.6,1980
3474,The King of Marvin Gardens,15.0,6.3,1972
3475,"The Nibelungs, Tale 1: Siegfried",4.0,6.3,1966
3476,The Lords of Flatbush,18.0,5.7,1974
3477,Mr. Mom,79.0,6.5,1983
3478,Time Masters,38.0,7.4,1982
3479,Battlefield Earth,259.0,3.0,2000
3480,Center Stage,95.0,6.8,2000
3481,Held Up,11.0,4.9,1999
3482,Screwed,24.0,4.9,2000
3483,Whipped,11.0,3.1,2000
3484,Hamlet,35.0,6.0,2000
3485,Anchors Aweigh,44.0,6.3,1945
3486,Blue Hawaii,32.0,5.2,1961
3487,The Castaway Cowboy,4.0,6.1,1974
3488,G.I. Blues,19.0,6.3,1960
3489,The Gay Deceivers,1.0,5.0,1969
3490,Gypsy,20.0,6.5,1962
3491,King Creole,19.0,6.5,1958
3492,On the Town,50.0,6.9,1949
3493,One Little Indian,5.0,6.9,1973
3494,Pee-wee's Big Adventure,239.0,6.6,1985
3495,Regret to Inform,2.0,8.0,1999
3496,Roustabout,11.0,5.8,1964
3497,Saludos Amigos,57.0,5.8,1942
3498,The Slipper and the Rose,16.0,6.8,1976
3499,Things Change,13.0,6.4,1988
3500,Honeymoon in Vegas,85.0,5.5,1992
3501,Dinosaur,563.0,6.2,2000
3502,Loser,122.0,5.0,2000
3503,Road Trip,550.0,5.9,2000
3504,Small Time Crooks,155.0,6.4,2000
3505,The Hollywood Knights,18.0,6.4,1980
3506,The Myth Of Fingerprints,5.0,3.4,1997
3507,Possession,153.0,6.9,1981
3508,The Twelve Chairs,29.0,6.7,1970
3509,Mission: Impossible II,1966.0,5.9,2000
3510,Shanghai Noon,756.0,6.2,2000
3511,Better Living Through Circuitry,2.0,4.0,1999
3512,8 ½ Women,14.0,6.3,1999
3513,Carnival of Souls,94.0,6.7,1962
3514,Flying Tigers,7.0,6.1,1942
3515,The Gold Rush,308.0,7.7,1925
3516,Lisa and the Devil,23.0,6.2,1973
3517,It's in the Water,5.0,6.3,1997
3518,Monsieur Verdoux,74.0,7.9,1947
3519,On Her Majesty's Secret Service,464.0,6.5,1969
3520,Seven Days in May,48.0,6.9,1964
3521,The Spy Who Loved Me,515.0,6.6,1977
3522,Those Who Love Me Can Take the Train,3.0,4.5,1998
3523,Vagabond,28.0,7.2,1985
3524,Moonraker,551.0,5.9,1979
3525,The Man with the Golden Gun,533.0,6.4,1974
3526,A King in New York,38.0,7.1,1957
3527,A Woman of Paris,17.0,7.1,1923
3528,In Old California,5.0,4.4,1942
3529,The Fighting Seabees,14.0,6.4,1944
3530,Dark Command,11.0,5.7,1940
3531,Cléo from 5 to 7,58.0,7.7,1962
3532,Big Momma's House,514.0,5.6,2000
3533,Running Free,3.0,3.0,1999
3534,The Abominable Snowman,23.0,6.4,1957
3535,American Gigolo,137.0,5.9,1980
3536,Anguish,29.0,6.6,1987
3537,The Blood Spattered Bride,15.0,6.0,1972
3538,City of the Living Dead,86.0,5.9,1980
3539,The Endless Summer,23.0,7.8,1966
3540,The Guns of Navarone,191.0,7.3,1961
3541,La Grande Bouffe,72.0,6.9,1973
3542,Lured,19.0,6.0,1947
3543,Pandora and the Flying Dutchman,19.0,6.5,1951
3544,Quatermass and the Pit,57.0,6.2,1967
3545,Quatermass II,32.0,6.2,1957
3546,Puppet Master,68.0,5.5,1989
3547,Puppet Master II,32.0,5.8,1990
3548,Puppet Master III Toulon's Revenge,32.0,6.0,1991
3549,Puppet Master 4,23.0,4.9,1993
3550,Puppet Master 5: The Final Chapter,19.0,4.2,1994
3551,Curse of the Puppet Master,20.0,3.6,1998
3552,Retro Puppet Master,12.0,2.5,1999
3553,Rent-a-Cop,9.0,4.6,1987
3554,Romeo and Juliet,145.0,7.3,1968
3555,Stay Tuned,51.0,6.0,1992
3556,The Story of G.I. Joe,8.0,4.8,1945
3557,Blazing Saddles,619.0,7.2,1974
3558,Benji,35.0,6.1,1974
3559,Benji the Hunted,23.0,6.4,1987
3560,For the Love of Benji,7.0,5.6,1977
3561,White Christmas,111.0,6.9,1954
3562,Eraserhead,500.0,7.5,1977
3563,Baraka,156.0,8.0,1992
3564,The Man with the Golden Arm,51.0,6.9,1955
3565,The Decline of Western Civilization,27.0,7.5,1981
3566,The Decline of Western Civilization Part II: The Metal Years,20.0,6.8,1988
3567,For a Few Dollars More,988.0,7.8,1965
3568,Magnum Force,251.0,7.1,1973
3569,Blood Simple,308.0,7.3,1984
3570,The Fabulous Baker Boys,79.0,6.5,1989
3571,Prizzi's Honor,82.0,6.5,1985
3572,Flatliners,413.0,6.3,1990
3573,Gandahar,25.0,7.4,1987
3574,Porky's,185.0,6.1,1981
3575,Porky's II: The Next Day,61.0,5.2,1983
3576,Porky's 3: Revenge,48.0,5.0,1985
3577,Private School,29.0,5.0,1983
3578,Class of Nuke 'Em High,43.0,5.7,1986
3579,The Toxic Avenger,116.0,6.3,1984
3580,The Toxic Avenger Part II,39.0,5.3,1989
3581,The Toxic Avenger Part III: The Last Temptation of Toxie,28.0,5.0,1989
3582,Night of the Creeps,113.0,6.6,1986
3583,Predator 2,743.0,6.0,1990
3584,The Running Man,713.0,6.4,1987
3585,Starman,219.0,6.6,1984
3586,The Brother from Another Planet,26.0,6.6,1984
3587,Alien Nation,81.0,5.9,1988
3588,Mad Max,1235.0,6.6,1979
3589,Mad Max 2: The Road Warrior,981.0,7.3,1981
3590,Mad Max Beyond Thunderdome,765.0,5.9,1985
3591,Bird on a Wire,209.0,5.9,1990
3592,Angel Heart,326.0,7.0,1987
3593,Nine 1/2 Weeks,183.0,5.8,1986
3594,Firestarter,174.0,5.9,1984
3595,Sleepwalkers,97.0,4.8,1992
3596,Action Jackson,51.0,4.9,1988
3597,Sarafina!,7.0,5.6,1992
3598,Soapdish,61.0,6.0,1991
3599,The Long Walk Home,14.0,6.4,1990
3600,Clara's Heart,11.0,4.4,1988
3601,Burglar,16.0,5.0,1987
3602,Fatal Beauty,15.0,5.3,1987
3603,Gone in Sixty Seconds,1511.0,6.1,2000
3604,American Pimp,15.0,6.4,1999
3605,Love's Labour's Lost,14.0,5.4,2000
3606,Sunshine,28.0,6.1,1999
3607,Trixie,1.0,4.0,2000
3608,American Virgin,3.0,5.2,2000
3609,Hamlet,95.0,6.7,1990
3610,Coming Home,38.0,6.9,1978
3611,American Pop,21.0,7.2,1981
3612,Assault on Precinct 13,223.0,7.1,1976
3613,Near Dark,149.0,6.8,1987
3614,One False Move,28.0,6.7,1992
3615,Shaft,68.0,6.5,1971
3616,The Conversation,377.0,7.5,1974
3617,Cutter's Way,32.0,6.3,1981
3618,The Fury,73.0,6.2,1978
3619,The Paper Chase,26.0,6.7,1973
3620,Prince of the City,40.0,7.3,1981
3621,Serpico,429.0,7.5,1973
3622,Ace in the Hole,128.0,7.9,1951
3623,Lonely Are the Brave,25.0,7.5,1962
3624,The Sugarland Express,70.0,6.4,1974
3625,Trouble in Paradise,48.0,7.3,1932
3626,Big Trouble in Little China,727.0,7.1,1986
3627,Badlands,301.0,7.5,1973
3628,Battleship Potemkin,201.0,7.6,1925
3629,Boys and Girls,107.0,5.4,2000
3630,Shaft,316.0,5.5,2000
3631,Titan A.E.,320.0,6.3,2000
3632,Butterfly,44.0,7.2,1999
3633,Jesus' Son,22.0,6.7,1999
3634,The Match,6.0,5.8,1999
3635,Time Regained,11.0,7.3,1999
3636,Chicken Run,1190.0,6.5,2000
3637,"Me, Myself & Irene",956.0,6.1,2000
3638,The Patriot,1130.0,6.8,2000
3639,The Adventures of Rocky & Bullwinkle,89.0,3.9,2000
3640,The Perfect Storm,609.0,6.2,2000
3641,The Golden Bowl,21.0,6.5,2000
3642,Asylum,25.0,5.9,1972
3643,Communion,44.0,5.0,1989
3644,Fun & Fancy Free,64.0,6.2,1947
3645,The Kentucky Fried Movie,67.0,6.4,1977
