,title,release_year,runtime
4733,Spriggan,1998,90.0
4734,Things Behind the Sun,2001,120.0
4735,Bones,2001,96.0
4736,Brannigan,1975,111.0
4737,Clambake,1967,100.0
4738,Dirty Harry,1971,102.0
4739,Destiny in Space,1994,40.0
4740,Fiddler on the Roof,1971,181.0
4741,Hail Columbia!,1982,37.0
4742,Kansas,1988,110.0
4743,Making the Grade,1984,105.0
4744,Mission to Mir,1997,40.0
4745,Not Without My Daughter,1991,116.0
4746,Female Trouble,1974,97.0
4747,Titanica,1995,95.0
4748,From Hell,2001,122.0
4749,The Last Castle,2001,131.0
4750,Riding in Cars with Boys,2001,132.0
4751,Bangkok Dangerous,1999,105.0
4752,Burnt Money,2000,125.0
4753,Dancing at the Blue Iguana,2000,123.0
4754,Focus,2001,106.0
4755,Intimacy,2001,119.0
4756,Waking Life,2001,99.0
4757,K-PAX,2001,120.0
4758,On the Line,2001,85.0
4759,Thir13en Ghosts,2001,91.0
4760,Better Than Sex,2000,84.0
4761,Donnie Darko,2001,113.0
4762,High Heels and Low Lifes,2001,86.0
4763,Life as a House,2001,125.0
4764,The Man Who Wasn't There,2001,116.0
4765,Ouch,2000,103.0
4766,The Town Is Quiet,2000,133.0
4767,Trembling Before G-d,2001,0.0
4768,Domestic Disturbance,2001,89.0
4769,"Monsters, Inc.",2001,92.0
4770,The One,2001,87.0
4771,Tape,2001,86.0
4772,Heist,2001,107.0
4773,Shallow Hal,2001,114.0
4774,King of the Jungle,2000,87.0
4775,Maze,2000,97.0
4776,When a Stranger Calls,1979,97.0
4777,Timerider: The Adventure of Lyle Swann,1982,94.0
4778,The Wash,2001,93.0
4779,Harry Potter and the Philosopher's Stone,2001,152.0
4780,The Fluffer,2001,95.0
4781,Novocaine,2001,95.0
4782,Black Knight,2001,95.0
4783,Out Cold,2001,89.0
4784,Spy Game,2001,126.0
4785,The Devil's Backbone,2001,106.0
4786,In the Bedroom,2001,130.0
4787,The Way We Laughed,1998,124.0
4788,Hell Up In Harlem,1973,94.0
4789,Bucktown,1975,94.0
4790,Across 110th Street,1972,102.0
4791,Le Petit Soldat,1963,88.0
4792,The Incredible Shrinking Woman,1981,88.0
4793,Katie Tippel,1975,102.0
4794,Jabberwocky,1977,105.0
4795,Funny Girl,1968,149.0
4796,Circus of Horrors,1960,92.0
4797,Breathless,1960,90.0
4798,The Beastmaster,1982,118.0
4799,Midway,1976,132.0
4800,MacArthur,1977,130.0
4801,The Young Lions,1958,167.0
4802,Subway,1985,104.0
4803,"Now, Voyager",1942,117.0
4804,Little Women,1933,115.0
4805,Halls of Montezuma,1951,113.0
4806,Guadalcanal Diary,1943,93.0
4807,Anzio,1968,117.0
4808,The Cheap Detective,1978,92.0
4809,Everybody's Famous!,2000,0.0
4810,The Last Wave,1977,106.0
4811,That Obscure Object of Desire,1977,105.0
4812,The Toy,1982,102.0
4813,Funeral in Berlin,1966,102.0
4814,Don't Go in the House,1980,82.0
4815,Dressed to Kill,1980,105.0
4816,The Earthling,1980,97.0
4817,The Exterminator,1980,101.0
4818,The Falls,1980,195.0
4819,Fame,1980,134.0
4820,Fatso,1980,93.0
4821,The Aviator's Wife,1981,104.0
4822,The Final Countdown,1980,103.0
4823,The First Deadly Sin,1980,112.0
4824,Flash Gordon,1980,111.0
4825,The Angry Red Planet,1959,83.0
4826,At the Earth's Core,1976,90.0
4827,Empire of the Ants,1977,89.0
4828,The Enforcer,1976,96.0
4829,An Eye for an Eye,1981,106.0
4830,The Gauntlet,1977,109.0
4831,I Bury the Living,1958,76.0
4832,Invasion U.S.A.,1985,107.0
4833,Lone Wolf McQuade,1983,107.0
4834,Lord of the Flies,1990,90.0
4835,Morons from Outer Space,1985,90.0
4836,The People That Time Forgot,1977,90.0
4837,Ocean's Eleven,1960,127.0
4838,The Sicilian,1987,116.0
4839,The Stunt Man,1980,131.0
4840,Sudden Impact,1983,117.0
4841,Behind Enemy Lines,2001,106.0
4842,The Affair of the Necklace,2001,118.0
4843,The Independent,2000,95.0
4844,Porn Star: The Legend of Ron Jeremy,2001,80.0
4845,Texas Rangers,2001,110.0
4846,Ocean's Eleven,2001,116.0
4847,Baran,2001,94.0
4848,The Business of Strangers,2001,84.0
4849,The Incredible Shrinking Man,1957,81.0
4850,No Man's Land,2001,98.0
4851,Piñero,2001,103.0
4852,And Then There Were None,1945,97.0
4853,The Blue Angel,1930,108.0
4854,Moscow on the Hudson,1984,115.0
4855,The Owl and the Pussycat,1970,95.0
4856,Amélie,2001,122.0
4857,Not Another Teen Movie,2001,89.0
4858,Vanilla Sky,2001,136.0
4859,Iris,2001,91.0
4860,Kandahar,2001,85.0
4861,Lantana,2001,121.0
4862,The Royal Tenenbaums,2001,110.0
4863,Bill & Ted's Bogus Journey,1991,98.0
4864,Clockwise,1986,96.0
4865,The Crawling Eye,1958,84.0
4866,The Holcroft Covenant,1985,112.0
4867,Morgan: A Suitable Case for Treatment,1966,97.0
4868,Sheena,1984,117.0
4869,Silent Rage,1982,103.0
4870,Spacehunter: Adventures in the Forbidden Zone,1983,90.0
4871,White Water Summer,1987,90.0
4872,How High,2001,93.0
4873,Jimmy Neutron: Boy Genius,2001,83.0
4874,Joe Somebody,2001,99.0
4875,Kate & Leopold,2001,118.0
4876,The Lord of the Rings: The Fellowship of the Ring,2001,178.0
4877,The Majestic,2001,152.0
4878,A Beautiful Mind,2001,135.0
4879,Little Otik,2001,132.0
4880,The Convent,2000,79.0
4881,The Defiant Ones,1958,96.0
4882,Dodsworth,1936,101.0
4883,Medium Cool,1969,111.0
4884,Sahara,1943,97.0
4885,Fritz the Cat,1972,78.0
4886,The Nine Lives of Fritz the Cat,1974,77.0
4887,The Party,1968,99.0
4888,Separate Tables,1958,100.0
4889,Sex and Zen,1991,99.0
4890,Topkapi,1964,119.0
4891,Witness for the Prosecution,1957,116.0
4892,Ali,2001,157.0
4893,Black Hawk Down,2001,144.0
4894,Charlotte Gray,2001,121.0
4895,Yentl,1983,132.0
4896,Gosford Park,2001,137.0
4897,I Am Sam,2001,132.0
4898,Monster's Ball,2001,111.0
4899,The Shipping News,2001,111.0
4900,The Big Heat,1953,89.0
4901,Motorama,1991,90.0
4902,Queen Bee,1955,95.0
4903,Silent Trigger,1996,93.0
4904,Murder by Death,1976,94.0
4905,The Servant,1963,116.0
4906,The Waterdance,1992,106.0
4907,Come Undone,2000,100.0
4908,Orange County,2002,82.0
4909,Brotherhood of the Wolf,2001,137.0
4910,Another 48 Hrs.,1990,95.0
4911,What Time Is It There?,2001,116.0
4912,China Moon,1994,99.0
4913,The Umbrella Woman,1987,98.0
4914,Maria's Lovers,1984,109.0
4915,Romantic Comedy,1983,103.0
4916,The Russia House,1990,122.0
4917,Truly Madly Deeply,1990,106.0
4918,Wuthering Heights,1970,104.0
4919,California Suite,1978,103.0
4920,The Long Gray Line,1955,138.0
4921,The Flight of Dragons,1982,96.0
4922,Dragonslayer,1981,108.0
4923,Conan the Destroyer,1984,103.0
4924,Fire and Ice,1983,81.0
4925,Forbidden Zone,1980,74.0
4926,The Formula,1980,117.0
4927,Foxes,1980,106.0
4928,Galaxina,1980,95.0
4929,Impostor,2001,102.0
4930,Kung Pow: Enter the Fist,2002,81.0
4931,Snow Dogs,2002,99.0
4932,48 Hrs.,1982,96.0
4933,The Farewell,2000,91.0
4934,Italian for Beginners,2000,112.0
4935,Time of Favor,2000,102.0
4936,Blankman,1994,96.0
4937,Brainstorm,1983,106.0
4938,Dragon: The Bruce Lee Story,1993,120.0
4939,The Enigma of Kaspar Hauser,1974,109.0
4940,4 for Texas,1963,124.0
4941,Heart of Glass,1976,94.0
4942,Little Dieter Needs to Fly,1997,80.0
4943,M*A*S*H,1970,116.0
4944,Mrs. Soffel,1984,112.0
4945,Seconds,1966,100.0
4946,One-Eyed Jacks,1961,141.0
4947,The Count of Monte Cristo,2002,131.0
4948,The Mothman Prophecies,2002,119.0
4949,A Walk to Remember,2002,101.0
4950,American Adobo,2001,104.0
4951,Beijing Bicycle,2001,113.0
4952,Hey Happy,2001,0.0
4953,Maelström,2000,87.0
4954,Metropolis,2001,108.0
4955,The Son's Room,2001,99.0
4956,Storytelling,2001,87.0
4957,Waydowntown,2000,84.0
4958,The Adventures of Huck Finn,1993,108.0
4959,Cousins,1989,109.0
4960,Falling in Love,1984,102.0
4961,Young at Heart,1954,117.0
4962,Slackers,2002,86.0
4963,Birthday Girl,2001,93.0
4964,A Rumor of Angels,2000,106.0
4965,Rare Birds,2001,99.0
4966,Caged Heat,1974,83.0
4967,Carmen Jones,1954,105.0
4968,The Five Heartbeats,1991,121.0
4969,Get Out Your Handkerchiefs,1978,108.0
4970,Going Places,1974,117.0
4971,Honky Tonk Freeway,1981,107.0
4972,The Hunchback of Notre Dame,1956,115.0
4973,The Magnificent One,1973,95.0
4974,Big Fat Liar,2002,88.0
4975,Collateral Damage,2002,108.0
4976,Rollerball,2002,98.0
4977,"Scotland, Pa.",2001,104.0
4978,Baby's Day Out,1994,99.0
4979,Bright Eyes,1934,85.0
4980,Dimples,1936,79.0
4981,Heidi,1937,88.0
4982,The Man Who Loved Women,1983,110.0
4983,Richard Pryor: Here and Now,1983,95.0
4984,Rookie of the Year,1993,103.0
4985,The Sandlot,1993,101.0
4986,Cows,1992,96.0
4987,Don't Look Now,1973,110.0
4988,Crossroads,2002,93.0
4989,Hart's War,2002,125.0
4990,John Q,2002,116.0
4991,Return to Never Land,2002,72.0
4992,Super Troopers,2001,100.0
4993,The Good Son,1993,87.0
4994,Last Orders,2001,109.0
4995,After the Fox,1966,108.0
4996,The Bad and the Beautiful,1952,118.0
4997,Cast a Giant Shadow,1966,146.0
4998,Designing Woman,1957,118.0
4999,Funny Lady,1975,136.0
5000,The Heartbreak Kid,1972,106.0
5001,Saturday Night and Sunday Morning,1960,89.0
5002,Sleuth,1972,138.0
5003,Stroszek,1977,107.0
5004,Summer of '42,1971,103.0
5005,A Touch of Class,1973,106.0
5006,Town Without Pity,1961,105.0
5007,Used Cars,1980,113.0
5008,The Deadly Mantis,1957,79.0
5009,Dragonfly,2002,104.0
5010,Queen of the Damned,2002,101.0
5011,Big Bad Love,2001,111.0
5012,Green Dragon,2001,115.0
5013,How to Kill Your Neighbor's Dog,2002,107.0
5014,The Last Man,2000,95.0
5015,Maryam,2002,87.0
5016,Mean Machine,2001,99.0
5017,Monsoon Wedding,2001,114.0
5018,Wendigo,2001,91.0
5019,Scratch,2001,92.0
5020,State Property,2002,88.0
5021,The Bad News Bears,1976,102.0
5022,The Bad News Bears Go to Japan,1978,91.0
5023,The Bad News Bears in Breaking Training,1977,100.0
5024,The Firemen's Ball,1967,71.0
5025,The Lone Ranger,1956,86.0
5026,The Lone Ranger and the Lost City of Gold,1958,81.0
5027,Loves of a Blonde,1965,81.0
5028,Vampire Hunter D: Bloodlust,2000,103.0
5029,Wild Strawberries,1957,91.0
5030,Black Like Me,1964,105.0
5031,Cattle Queen of Montana,1954,88.0
5032,Under the Skin,1997,82.0
5033,40 Days and 40 Nights,2002,94.0
5034,We Were Soldiers,2002,138.0
5035,Trouble Every Day,2001,101.0
5036,The Arena,1974,82.0
5037,The Big Bird Cage,1972,96.0
5038,The Big Doll House,1971,95.0
5039,The Church,1989,102.0
5040,Cross Creek,1983,127.0
5041,FernGully: The Last Rainforest,1992,76.0
5042,Hell of the Living Dead,1980,101.0
5043,Intersection,1994,98.0
5044,"Jo Jo Dancer, Your Life Is Calling",1986,97.0
5045,StageFright: Aquarius,1987,90.0
5046,A Troll in Central Park,1994,76.0
5047,Zombie Flesh Eaters,1979,91.0
5048,The Amazing Quest of Ernest Bliss,1936,80.0
5049,My Favorite Brunette,1947,87.0
5050,Royal Wedding,1951,93.0
5051,Scarlet Street,1945,103.0
5052,All About the Benjamins,2002,95.0
5053,The Time Machine,2002,96.0
5054,Full Frontal,2002,96.0
5055,Divorcing Jack,1998,110.0
5056,The Field,1990,110.0
5057,Hidden Agenda,1990,108.0
5058,The Magnificent Ambersons,1942,88.0
5059,Fun,1994,105.0
5060,Gloria,1980,123.0
5061,The Great Rock 'n' Roll Swindle,1980,103.0
5062,Hangar 18,1980,97.0
5063,Hawk the Slayer,1980,90.0
5064,He Knows You're Alone,1980,94.0
5065,Heaven's Gate,1980,219.0
5066,Hero at Large,1980,98.0
5067,Honeysuckle Rose,1980,119.0
5068,Hopscotch,1980,106.0
5069,How to Beat the High Co$t of Living,1980,105.0
5070,Humanoids from the Deep,1980,80.0
5071,Inside Moves,1980,113.0
5072,The Island,1980,114.0
5073,The Jazz Singer,1980,115.0
5074,Who's Singin' Over There?,1980,86.0
5075,Zombie Lake,1981,87.0
5076,Lion of the Desert,1981,173.0
5077,Little Darlings,1980,96.0
5078,The Long Good Friday,1980,114.0
5079,The Long Riders,1980,99.0
5080,The Man Who Saw Tomorrow,1981,90.0
5081,Eaten Alive!,1980,92.0
5082,Mon Oncle d'Amérique,1980,125.0
5083,The Monster Club,1981,104.0
5084,Death Watch,1980,130.0
5085,Motel Hell,1980,102.0
5086,Mother's Day,1980,90.0
5087,The Mountain Men,1980,102.0
5088,The Ninth Configuration,1980,118.0
5089,Burial Ground,1981,85.0
5090,The Nude Bomb,1980,94.0
5091,The Octagon,1980,104.0
5092,"Oh, God! Book II",1980,94.0
5093,"Oh, God!",1977,98.0
5094,Oh Heavenly Dog,1980,103.0
5095,"Pepi, Luci, Bom",1980,82.0
5096,Super Fuzz,1980,104.0
5097,Ice Age,2002,81.0
5098,Resident Evil,2002,100.0
5099,Showtime,2002,95.0
5100,Harrison's Flowers,2000,130.0
5101,Kissing Jessica Stein,2001,97.0
5102,Pauline & Paulette,2001,78.0
5103,Promises,2001,106.0
5104,Y Tu Mamá También,2001,106.0
5105,All the Right Moves,1983,91.0
5106,Barabbas,1961,137.0
5107,The Ghost Breakers,1940,85.0
5108,I Think I Do,1998,90.0
5109,The Paleface,1948,91.0
5110,Road to Morocco,1942,82.0
5111,Road to Singapore,1940,85.0
5112,Road to Utopia,1946,90.0
5113,Road to Zanzibar,1941,91.0
5114,Split Second,1992,90.0
5115,A Tale of Springtime,1990,103.0
5116,Taps,1981,126.0
5117,Return of the Secaucus Seven,1980,104.0
5118,Rude Boy,1980,133.0
5119,Running Scared,1980,96.0
5120,Seems Like Old Times,1980,102.0
5121,Serial,1980,86.0
5122,The Young Master,1980,101.0
5123,Shogun Assassin,1980,85.0
5124,Simon,1980,97.0
5125,Smokey and the Bandit II,1980,100.0
5126,Smokey and the Bandit,1977,96.0
5127,Smokey and the Bandit Part 3,1983,85.0
5128,Spetters,1980,120.0
5129,Stir Crazy,1980,111.0
5130,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,1980,107.0
5131,Teheran '43,1980,192.0
5132,Tender Cousins,1980,92.0
5133,Blade II,2002,117.0
5134,Sorority Boys,2002,93.0
5135,Stolen Summer,2002,91.0
5136,In The Winter Dark,1998,92.0
5137,George Washington,2000,89.0
5138,Homicidal,1961,87.0
5139,Life Is to Whistle,1998,106.0
5140,The Light at the Edge of the World,1971,128.0
5141,Mr. Sardonicus,1961,89.0
5142,Strait-Jacket,1964,93.0
5143,Clockstoppers,2002,94.0
5147,Death to Smoochy,2002,109.0
5148,Panic Room,2002,111.0
5149,The Rookie,2002,127.0
5150,No Such Thing,2001,102.0
5151,The Piano Teacher,2001,131.0
5152,Teddy Bears' Picnic,2002,80.0
5153,30 YEARS TO LIFE,2003,0.0
5154,Time Out,2001,134.0
5155,Very Annie Mary,2001,104.0
5156,Bar Girls,1994,93.0
5157,Boxcar Bertha,1972,92.0
5158,Crimes of Passion,1984,112.0
5159,The Evil That Men Do,1984,90.0
5160,Fraternity Vacation,1985,94.0
5161,Impromptu,1991,107.0
5162,Salmonberries,1991,95.0
5163,The Wrong Guys,1988,86.0
5164,High Crimes,2002,115.0
5165,National Lampoon’s Van Wilder,2002,92.0
5166,Crush,2001,112.0
5167,Lucky Break,2001,107.0
5168,Les Destinées sentimentales,2000,180.0
5169,"After Dark, My Sweet",1990,114.0
5170,The Atomic Cafe,1982,86.0
5171,Body and Soul,1947,104.0
5172,First Men in the Moon,1964,103.0
5173,Rashomon,1950,88.0
5174,Slap Shot,1977,123.0
5175,Changing Lanes,2002,89.0
5176,Frailty,2001,100.0
5177,New Best Friend,2002,91.0
5178,The Sweetest Thing,2002,84.0
5179,The Cat's Meow,2001,114.0
5180,Human Nature,2001,96.0
5181,My Big Fat Greek Wedding,2002,95.0
5182,3:10 to Yuma,1957,92.0
5183,Bite the Bullet,1975,132.0
5184,Breakout,1975,96.0
5185,Joe Versus the Volcano,1990,102.0
5186,"Rome, Open City",1945,100.0
5187,Return of the Killer Tomatoes!,1988,98.0
5188,Return to Horror High,1987,95.0
5189,Taking Care of Business,1990,108.0
5190,Three Men and a Baby,1987,102.0
5191,Three Men and a Little Lady,1990,104.0
5192,Transylvania 6-5000,1985,93.0
5193,The Watcher in the Woods,1980,83.0
5194,Murder by Numbers,2002,120.0
5195,The Scorpion King,2002,92.0
5196,Behind the Sun,2001,105.0
5197,Chelsea Walls,2002,109.0
5198,Enigma,2001,119.0
5199,Girls Can't Swim,2000,102.0
5200,Joshua,2002,91.0
5201,Nine Queens,2000,114.0
5202,Spooky House,2004,0.0
5203,The Triumph of Love,2001,112.0
5204,World Traveler,2002,0.0
5205,Jason X,2001,91.0
5206,Life or Something Like It,2002,103.0
5207,Dogtown and Z-Boys,2001,91.0
5208,"Frank McKlusky, C.I.",2002,83.0
5209,In Praise of Love,2001,97.0
5210,Rain,2001,92.0
5211,Salton Sea,2002,103.0
5212,Some Body,2001,77.0
5213,Vulgar,2000,87.0
5214,The Aviator,1985,96.0
5215,Bob le Flambeur,1956,98.0
5216,Cadillac Man,1990,97.0
5217,The Coca-Cola Kid,1985,98.0
5218,Cuba,1979,122.0
5219,Delirious,1991,96.0
5220,Full Moon in Blue Water,1988,95.0
5221,Husbands and Wives,1992,108.0
5222,Joe,1970,107.0
5223,Lenny,1974,111.0
5224,Nomads,1986,93.0
5225,The Temp,1993,99.0
5226,Thief of Hearts,1984,100.0
5227,Triumph of the Spirit,1989,120.0
5228,Wild Orchid,1989,105.0
5229,Deuces Wild,2002,96.0
5230,Hollywood Ending,2002,112.0
5231,Spider-Man,2002,121.0
5232,The Mystic Masseur,2001,117.0
5233,Warm Water Under a Red Bridge,2001,122.0
5234,The Big Sleep,1978,100.0
5235,Butterflies Are Free,1972,109.0
5236,Cactus Flower,1969,103.0
5237,The Cassandra Crossing,1976,129.0
5238,The Giant Spider Invasion,1975,84.0
5239,Iron Will,1994,108.0
5240,Mountains of the Moon,1990,136.0
5241,Rambling Rose,1991,112.0
5242,The Survivors,1983,103.0
5243,White Fang,1991,107.0
5244,White Fang 2: Myth of the White Wolf,1994,106.0
5245,The New Guy,2002,88.0
5246,Unfaithful,2002,124.0
5247,The Lady and the Duke,2001,129.0
5248,Whore,1991,85.0
5249,My Beautiful Laundrette,1985,97.0
5250,Ballad of a Soldier,1959,88.0
5251,Big Bad Mama,1974,83.0
5252,Big Bad Mama II,1987,83.0
5253,Beyond the Darkness,1979,94.0
5254,Calamity Jane,1953,101.0
5255,The Cranes Are Flying,1957,97.0
5256,Devil Doll,1964,81.0
5257,The Harvey Girls,1946,102.0
5258,The Lady in Red,1979,93.0
5259,About a Boy,2002,101.0
5260,Star Wars: Episode II - Attack of the Clones,2002,142.0
5261,The Believer,2001,98.0
5262,The Importance of Being Earnest,2002,97.0
5263,The Charge of the Light Brigade,1968,139.0
5264,Every Which Way But Loose,1978,110.0
5265,The Hound of the Baskervilles,1959,87.0
5266,I Want to Live!,1958,120.0
5267,The Last Waltz,1978,117.0
5268,The Pride and the Passion,1957,125.0
5269,Enough,2002,114.0
5270,Insomnia,2002,118.0
5271,Spirit: Stallion of the Cimarron,2002,83.0
5272,CQ,2001,88.0
5273,Thirteen Conversations About One Thing,2001,104.0
5274,Bus Stop,1956,96.0
5275,Cowboy,1958,92.0
5276,Don't Bother to Knock,1952,76.0
5277,The Gambler,1974,111.0
5278,Let's Make Love,1960,114.0
5279,Monkey Business,1952,97.0
5280,Requiem for a Heavyweight,1962,95.0
5281,River of No Return,1954,91.0
5282,The Sum of All Fears,2002,124.0
5283,Undercover Brother,2002,86.0
5284,The Diaries of Vaslav Nijinsky,2002,95.0
5285,The Sleepy Time Gal,2001,108.0
5286,84 Charing Cross Road,1987,100.0
5287,Dakota,1945,82.0
5288,The Desert Rats,1953,88.0
5289,Season's Beatings,1999,106.0
5290,Nora,2000,106.0
5291,Rapid Fire,1992,95.0
5292,Silent Running,1972,89.0
5293,Summer Holiday,1963,103.0
5294,The Villain,1979,89.0
5295,Zombie Holocaust,1980,84.0
5296,Bad Company,2002,116.0
5297,Divine Secrets of the Ya-Ya Sisterhood,2002,116.0
5298,Cherish,2002,99.0
5299,Atanarjuat: The Fast Runner,2002,172.0
5300,The Bourne Identity,2002,119.0
5301,Scooby-Doo,2002,88.0
5302,Windtalkers,2002,134.0
5303,The Dangerous Lives of Altar Boys,2002,104.0
5304,The Emperor's New Clothes,2001,107.0
5305,Gangster No. 1,2000,103.0
5306,Harvard Man,2001,99.0
5307,Dark Blue World,2001,112.0
5308,Bad Company,1972,93.0
5309,Caveman,1981,91.0
5310,Cheech & Chong's The Corsican Brothers,1984,82.0
5311,5 Card Stud,1968,103.0
5312,For a Lost Soldier,1992,92.0
5313,Goin' South,1978,109.0
5314,Hero and the Terror,1988,96.0
5315,Silver Bullet,1985,95.0
5316,"Sorry, Wrong Number",1948,89.0
5317,Hombre,1967,111.0
5318,The Horse's Mouth,1958,95.0
5319,The Manhattan Project,1986,118.0
5320,Men at Work,1990,98.0
5321,S.O.B.,1981,121.0
5322,She Wore a Yellow Ribbon,1949,103.0
5323,Traces of Red,1992,105.0
5324,V.I. Warshawski,1991,89.0
5325,Juwanna Mann,2002,91.0
5326,Lilo & Stitch,2002,85.0
5327,Minority Report,2002,145.0
5328,Rabbit-Proof Fence,2002,94.0
5329,Sunshine State,2002,141.0
5330,Hey Arnold! The Movie,2002,76.0
5331,Mr. Deeds,2002,96.0
5332,Lovely & Amazing,2001,91.0
5333,Pumpkin,2002,113.0
5334,Look Who's Talking Now!,1993,96.0
5335,Lost in Yonkers,1993,114.0
5336,Mo' Money,1992,97.0
5337,The Object of Beauty,1991,103.0
5338,Wagons East!,1994,107.0
5339,Zebrahead,1992,102.0
5340,Like Mike,2002,99.0
5341,Men in Black II,2002,88.0
5342,The Powerpuff Girls Movie,2002,77.0
5343,Me Without You,2001,107.0
5344,The Crocodile Hunter: Collision Course,2002,90.0
5345,Reign of Fire,2002,101.0
5346,Road to Perdition,2002,117.0
5347,All About Lily Chou-Chou,2001,146.0
5348,My Wife Is an Actress,2001,95.0
5349,Never Again,2002,98.0
5350,20 Million Miles to Earth,1957,82.0
5351,Grand Theft Auto,1977,84.0
5352,The Importance of Being Earnest,1952,95.0
5353,Perfect,1985,115.0
5354,1776,1972,142.0
5355,Fox and His Friends,1975,123.0
5356,The Legend of Boggy Creek,1972,90.0
5357,Z,1969,127.0
5358,Halloween: Resurrection,2002,94.0
5359,Sex and Lucia,2001,128.0
5360,Eight Legged Freaks,2002,99.0
5361,K-19: The Widowmaker,2002,138.0
5362,Stuart Little 2,2002,78.0
5363,Austin Powers in Goldmember,2002,94.0
5364,The Country Bears,2002,88.0
5365,The Kid Stays in the Picture,2002,93.0
5366,Happy Times,2000,102.0
5367,Tadpole,2002,78.0
5368,Who Is Cletis Tout?,2001,92.0
5369,Harry and Walter Go To New York,1976,115.0
5370,The Merchant of Four Seasons,1971,88.0
5371,Nosferatu the Vampyre,1979,107.0
5372,The Big Bus,1976,88.0
5373,The Eddy Duchin Story,1956,123.0
5374,Fathom,1967,99.0
5375,In Like Flint,1967,114.0
5376,La Terra Trema,1948,165.0
5377,Modesty Blaise,1966,119.0
5378,Ossessione,1943,140.0
5379,Our Man Flint,1966,108.0
5380,Red Beard,1965,185.0
5381,Robin and Marian,1976,106.0
5382,Top Secret!,1984,90.0
5383,The Master of Disguise,2002,80.0
5384,Signs,2002,106.0
5385,The Last Kiss,2001,115.0
5386,Spy Kids 2: The Island of Lost Dreams,2002,100.0
5387,The Good Girl,2002,93.0
